"_time",host,service,"start_mode",status
"1516935567.615","host_15",wuauserv,Manual,Running
"1516936323.592","host_2",wuauserv,Manual,Running
"1516936572.820","host_11",wuauserv,Auto,Running
"1516936833.487","host_9",wuauserv,Auto,Running
"1516936897.981","host_13",wuauserv,Manual,Stopped
"1516936929.642","host_6",wuauserv,Manual,Stopped
"1516937065.572","host_7",wuauserv,Manual,Running
"1516937179.143","host_5",wuauserv,Manual,Stopped
"1516937549.108","host_10",wuauserv,Auto,Running
"1516937600.891","host_12",wuauserv,Manual,Stopped
"1516937605.298","host_1",wuauserv,Manual,Running
"1516937805.413","host_8",wuauserv,Auto,Running
"1516938106.282","host_3",wuauserv,Manual,Running
"1516938252.879","host_14",wuauserv,Auto,Running
"1516939167.978","host_15",wuauserv,Manual,Running
"1516939924.207","host_2",wuauserv,Manual,Running
"1516940219.035","host_11",wuauserv,Auto,Running
"1516940433.713","host_9",wuauserv,Auto,Running
"1516940665.927","host_7",wuauserv,Manual,Stopped
"1516940785.349","host_5",wuauserv,Manual,Stopped
"1516940991.778","host_13",wuauserv,Manual,Stopped
"1516941159.109","host_6",wuauserv,Manual,Stopped
"1516941205.588","host_1",wuauserv,Manual,Running
"1516941405.740","host_8",wuauserv,Auto,Running
"1516941742.090","host_12",wuauserv,Manual,Stopped
"1516941853.152","host_14",wuauserv,Auto,Running
"1516942184.875","host_3",wuauserv,Manual,Running
"1516942396.624","host_10",wuauserv,Auto,Running
"1516942768.283","host_15",wuauserv,Manual,Running
"1516943524.636","host_2",wuauserv,Manual,Running
"1516943845.419","host_11",wuauserv,Auto,Running
"1516944034.297","host_9",wuauserv,Auto,Running
"1516944266.220","host_7",wuauserv,Manual,Stopped
"1516944391.287","host_5",wuauserv,Manual,Stopped
"1516944806.223","host_1",wuauserv,Manual,Running
"1516944902.731","host_13",wuauserv,Manual,Stopped
"1516945006.224","host_8",wuauserv,Auto,Running
"1516945367.040","host_6",wuauserv,Manual,Stopped
"1516945453.416","host_14",wuauserv,Auto,Running
"1516945997.004","host_10",wuauserv,Auto,Running
"1516946341.112","host_3",wuauserv,Manual,Stopped
"1516946368.950","host_15",wuauserv,Manual,Running
"1516947125.697","host_2",wuauserv,Manual,Running
"1516947632.061","host_11",wuauserv,Auto,Running
"1516947634.741","host_9",wuauserv,Auto,Running
"1516947703.814","host_12",wuauserv,Manual,Stopped
"1516947866.710","host_7",wuauserv,Manual,Running
"1516947991.773","host_5",wuauserv,Manual,Stopped
"1516948406.841","host_1",wuauserv,Manual,Running
"1516948606.457","host_8",wuauserv,Auto,Running
"1516949053.893","host_14",wuauserv,Auto,Running
"1516949513.965","host_6",wuauserv,Manual,Stopped
"1516949963.734","host_10",wuauserv,Auto,Running
"1516949969.239","host_15",wuauserv,Manual,Running
"1516950683.491","host_13",wuauserv,Manual,Stopped
"1516950702.172","host_3",wuauserv,Manual,Running
"1516950726.223","host_2",wuauserv,Manual,Running
"1516951235.763","host_9",wuauserv,Auto,Running
"1516951467.299","host_7",wuauserv,Manual,Running
"1516951596.792","host_5",wuauserv,Manual,Stopped
"1516951597.396","host_12",wuauserv,Manual,Stopped
"1516951598.680","host_11",wuauserv,Auto,Running
"1516952007.273","host_1",wuauserv,Manual,Running
"1516952219.942","host_8",wuauserv,Auto,Running
"1516952654.029","host_14",wuauserv,Auto,Running
"1516953520.988","host_6",wuauserv,Manual,Stopped
"1516953569.560","host_15",wuauserv,Manual,Running
"1516954326.510","host_2",wuauserv,Manual,Running
"1516954412.219","host_13",wuauserv,Manual,Stopped
"1516954491.255","host_10",wuauserv,Auto,Running
"1516954846.127","host_3",wuauserv,Manual,Stopped
"1516954849.255","host_9",wuauserv,Auto,Running
"1516955075.077","host_7",wuauserv,Manual,Stopped
"1516955202.107","host_5",wuauserv,Manual,Stopped
"1516955505.156","host_11",wuauserv,Auto,Running
"1516955607.813","host_1",wuauserv,Manual,Stopped
"1516955820.597","host_8",wuauserv,Auto,Running
"1516956147.170","host_12",wuauserv,Manual,Stopped
"1516956254.449","host_14",wuauserv,Auto,Running
"1516957169.948","host_15",wuauserv,Manual,Running
"1516957267.647","host_6",wuauserv,Manual,Running
"1516957927.001","host_2",wuauserv,Manual,Running
"1516958449.557","host_9",wuauserv,Auto,Running
"1516958675.714","host_7",wuauserv,Manual,Stopped
"1516958765.479","host_3",wuauserv,Manual,Stopped
"1516958802.625","host_5",wuauserv,Manual,Stopped
"1516959098.260","host_10",wuauserv,Auto,Running
"1516959208.432","host_1",wuauserv,Manual,Stopped
"1516959351.661","host_11",wuauserv,Auto,Running
"1516959422.378","host_8",wuauserv,Auto,Running
"1516959854.822","host_14",wuauserv,Auto,Running
"1516960328.027","host_13",wuauserv,Manual,Stopped
"1516960770.596","host_15",wuauserv,Manual,Running
"1516961248.137","host_12",wuauserv,Manual,Stopped
"1516961294.407","host_6",wuauserv,Manual,Running
"1516961527.430","host_2",wuauserv,Manual,Running
"1516962049.906","host_9",wuauserv,Auto,Running
"1516962275.944","host_7",wuauserv,Manual,Running
"1516962403.190","host_5",wuauserv,Manual,Stopped
"1516962810.770","host_1",wuauserv,Manual,Running
"1516963009.445","host_10",wuauserv,Auto,Running
"1516963022.704","host_8",wuauserv,Auto,Running
"1516963111.882","host_3",wuauserv,Manual,Running
"1516963318.138","host_11",wuauserv,Auto,Running
"1516963455.070","host_14",wuauserv,Auto,Running
"1516964211.227","host_13",wuauserv,Manual,Stopped
"1516964371.013","host_15",wuauserv,Manual,Running
"1516964901.273","host_6",wuauserv,Manual,Running
"1516965127.639","host_2",wuauserv,Manual,Running
"1516965650.194","host_9",wuauserv,Auto,Running
"1516965876.520","host_7",wuauserv,Manual,Stopped
"1516965979.132","host_12",wuauserv,Manual,Stopped
"1516966003.473","host_5",wuauserv,Manual,Running
"1516966411.153","host_1",wuauserv,Manual,Running
"1516966623.328","host_8",wuauserv,Auto,Running
"1516966876.036","host_10",wuauserv,Auto,Running
"1516967055.284","host_14",wuauserv,Auto,Running
"1516967224.661","host_11",wuauserv,Auto,Running
"1516967635.920","host_3",wuauserv,Manual,Stopped
"1516967971.192","host_15",wuauserv,Manual,Running
"1516968097.770","host_13",wuauserv,Manual,Stopped
"1516968728.177","host_2",wuauserv,Manual,Running
"1516968848.089","host_6",wuauserv,Manual,Running
"1516969250.513","host_9",wuauserv,Auto,Running
"1516969476.703","host_7",wuauserv,Manual,Stopped
"1516969605.522","host_5",wuauserv,Manual,Stopped
"1516970011.380","host_1",wuauserv,Manual,Running
"1516970223.780","host_8",wuauserv,Auto,Running
"1516970655.702","host_14",wuauserv,Auto,Running
"1516970702.672","host_10",wuauserv,Auto,Running
"1516971071.447","host_11",wuauserv,Auto,Running
"1516971279.867","host_12",wuauserv,Manual,Stopped
"1516971571.424","host_15",wuauserv,Manual,Running
"1516972193.991","host_3",wuauserv,Manual,Running
"1516972328.762","host_2",wuauserv,Manual,Running
"1516972654.556","host_6",wuauserv,Manual,Stopped
"1516972851.098","host_9",wuauserv,Auto,Running
"1516973007.407","host_13",wuauserv,Manual,Stopped
"1516973077.353","host_7",wuauserv,Manual,Stopped
"1516973212.318","host_5",wuauserv,Manual,Stopped
"1516973611.671","host_1",wuauserv,Manual,Running
"1516973823.998","host_8",wuauserv,Auto,Running
"1516974256.277","host_14",wuauserv,Auto,Running
"1516974609.323","host_10",wuauserv,Auto,Running
"1516974898.029","host_11",wuauserv,Auto,Running
"1516975171.913","host_15",wuauserv,Manual,Running
"1516975929.174","host_2",wuauserv,Manual,Running
"1516976451.341","host_9",wuauserv,Auto,Running
"1516976668.495","host_3",wuauserv,Manual,Stopped
"1516976677.976","host_7",wuauserv,Manual,Stopped
"1516976723.397","host_6",wuauserv,Manual,Stopped
"1516976812.915","host_5",wuauserv,Manual,Stopped
"1516976889.391","host_13",wuauserv,Manual,Stopped
"1516977212.274","host_1",wuauserv,Manual,Running
"1516977424.622","host_8",wuauserv,Auto,Running
"1516977469.320","host_12",wuauserv,Manual,Stopped
"1516977856.739","host_14",wuauserv,Auto,Running
"1516978772.348","host_15",wuauserv,Manual,Running
"1516978864.804","host_11",wuauserv,Auto,Running
"1516978891.586","host_10",wuauserv,Auto,Running
"1516979529.524","host_2",wuauserv,Manual,Running
"1516980051.669","host_9",wuauserv,Auto,Running
"1516980278.349","host_7",wuauserv,Manual,Stopped
"1516980418.653","host_5",wuauserv,Manual,Stopped
"1516980812.486","host_1",wuauserv,Manual,Stopped
"1516980930.446","host_6",wuauserv,Manual,Running
"1516980959.817","host_3",wuauserv,Manual,Stopped
"1516981025.324","host_8",wuauserv,Auto,Running
"1516981457.028","host_14",wuauserv,Auto,Running
"1516981969.000","host_13",wuauserv,Manual,Stopped
"1516982372.874","host_15",wuauserv,Manual,Running
"1516982542.255","host_12",wuauserv,Manual,Stopped
"1516982738.141","host_10",wuauserv,Auto,Running
"1516982811.296","host_11",wuauserv,Auto,Running
"1516983129.884","host_2",wuauserv,Manual,Running
"1516983655.280","host_9",wuauserv,Auto,Running
"1516983878.844","host_7",wuauserv,Manual,Running
"1516984020.155","host_5",wuauserv,Manual,Stopped
"1516984413.043","host_1",wuauserv,Manual,Stopped
"1516984625.791","host_8",wuauserv,Auto,Running
"1516985057.391","host_14",wuauserv,Auto,Running
"1516985494.949","host_3",wuauserv,Manual,Stopped
"1516985973.287","host_15",wuauserv,Manual,Running
"1516986219.931","host_6",wuauserv,Manual,Running
"1516986730.312","host_2",wuauserv,Manual,Running
"1516986763.524","host_11",wuauserv,Auto,Running
"1516987255.662","host_9",wuauserv,Auto,Running
"1516987328.196","host_10",wuauserv,Auto,Running
"1516987480.184","host_7",wuauserv,Manual,Running
"1516987620.454","host_5",wuauserv,Manual,Stopped
"1516987818.057","host_13",wuauserv,Manual,Stopped
"1516988013.755","host_1",wuauserv,Manual,Running
"1516988226.460","host_8",wuauserv,Auto,Running
"1516988239.525","host_12",wuauserv,Manual,Stopped
"1516988658.025","host_14",wuauserv,Auto,Running
"1516989573.580","host_15",wuauserv,Manual,Running
"1516989907.186","host_3",wuauserv,Manual,Stopped
"1516990047.174","host_6",wuauserv,Manual,Running
"1516990330.772","host_2",wuauserv,Manual,Running
"1516990811.726","host_11",wuauserv,Auto,Running
"1516990857.692","host_9",wuauserv,Auto,Running
"1516990928.509","host_10",wuauserv,Auto,Running
"1516991080.820","host_7",wuauserv,Manual,Stopped
"1516991224.894","host_5",wuauserv,Manual,Stopped
"1516991614.280","host_1",wuauserv,Manual,Stopped
"1516991827.100","host_8",wuauserv,Auto,Running
"1516992258.310","host_14",wuauserv,Auto,Running
"1516993174.076","host_15",wuauserv,Manual,Running
"1516993277.890","host_13",wuauserv,Manual,Stopped
"1516993789.246","host_12",wuauserv,Manual,Running
"1516993836.071","host_6",wuauserv,Manual,Running
"1516993931.138","host_2",wuauserv,Manual,Running
"1516994289.450","host_3",wuauserv,Manual,Running
"1516994458.293","host_9",wuauserv,Auto,Running
"1516994681.097","host_7",wuauserv,Manual,Stopped
"1516994825.444","host_5",wuauserv,Manual,Stopped
"1516995198.366","host_10",wuauserv,Auto,Running
"1516995214.774","host_1",wuauserv,Manual,Running
"1516995427.269","host_8",wuauserv,Auto,Running
"1516995858.603","host_14",wuauserv,Auto,Running
"1516996774.667","host_15",wuauserv,Manual,Running
"1516997531.457","host_2",wuauserv,Manual,Running
"1516997863.956","host_6",wuauserv,Manual,Stopped
"1516998058.682","host_9",wuauserv,Auto,Running
"1516998064.324","host_11",wuauserv,Auto,Running
"1516998281.593","host_7",wuauserv,Manual,Stopped
"1516998425.977","host_5",wuauserv,Manual,Stopped
"1516998681.112","host_13",wuauserv,Manual,Stopped
"1516998815.393","host_1",wuauserv,Manual,Running
"1516999027.940","host_8",wuauserv,Auto,Running
"1516999095.142","host_10",wuauserv,Auto,Running
"1516999448.077","host_12",wuauserv,Manual,Stopped
"1516999459.042","host_14",wuauserv,Auto,Running
"1517000374.956","host_15",wuauserv,Manual,Running
"1517001131.901","host_2",wuauserv,Manual,Running
"1517001658.986","host_9",wuauserv,Auto,Running
"1517001810.662","host_6",wuauserv,Manual,Stopped
"1517001882.042","host_7",wuauserv,Manual,Stopped
"1517002030.105","host_5",wuauserv,Manual,Stopped
"1517002415.630","host_1",wuauserv,Manual,Running
"1517002628.343","host_8",wuauserv,Auto,Running
"1517002972.857","host_10",wuauserv,Auto,Running
"1517003059.654","host_14",wuauserv,Auto,Running
"1517003373.678","host_11",wuauserv,Auto,Running
"1517003814.721","host_13",wuauserv,Manual,Stopped
"1517003975.204","host_15",wuauserv,Manual,Running
"1517004732.126","host_2",wuauserv,Manual,Running
"1517004853.175","host_12",wuauserv,Manual,Stopped
"1517005262.923","host_9",wuauserv,Auto,Running
"1517005482.397","host_7",wuauserv,Manual,Stopped
"1517005633.904","host_5",wuauserv,Manual,Stopped
"1517005879.281","host_6",wuauserv,Manual,Stopped
"1517006015.983","host_1",wuauserv,Manual,Running
"1517006228.640","host_8",wuauserv,Auto,Running
"1517006538.431","host_3",wuauserv,Manual,Running
"1517006659.925","host_14",wuauserv,Auto,Running
"1517006871.651","host_10",wuauserv,Auto,Running
"1517007180.350","host_11",wuauserv,Auto,Running
"1517007575.496","host_15",wuauserv,Manual,Running
"1517008332.351","host_2",wuauserv,Manual,Running
"1517008863.227","host_9",wuauserv,Auto,Running
"1517009082.877","host_7",wuauserv,Manual,Stopped
"1517009239.155","host_5",wuauserv,Manual,Stopped
"1517009438.325","host_13",wuauserv,Manual,Stopped
"1517009616.211","host_1",wuauserv,Manual,Running
"1517009829.122","host_8",wuauserv,Auto,Running
"1517010167.139","host_6",wuauserv,Manual,Running
"1517010260.373","host_14",wuauserv,Auto,Running
"1517010364.775","host_3",wuauserv,Manual,Running
"1517010471.089","host_12",wuauserv,Manual,Stopped
"1517010966.618","host_11",wuauserv,Auto,Running
"1517011175.961","host_15",wuauserv,Manual,Running
"1517011932.600","host_2",wuauserv,Manual,Running
"1517012141.320","host_10",wuauserv,Auto,Running
"1517012463.601","host_9",wuauserv,Auto,Running
"1517012683.422","host_7",wuauserv,Manual,Running
"1517012840.704","host_5",wuauserv,Manual,Stopped
"1517013216.642","host_1",wuauserv,Manual,Stopped
"1517013429.716","host_8",wuauserv,Auto,Running
"1517013860.793","host_14",wuauserv,Auto,Running
"1517014354.084","host_6",wuauserv,Manual,Running
"1517014542.654","host_3",wuauserv,Manual,Running
"1517014776.137","host_15",wuauserv,Manual,Running
"1517015022.410","host_13",wuauserv,Manual,Running
"1517015133.512","host_11",wuauserv,Auto,Running
"1517015532.811","host_2",wuauserv,Manual,Running
"1517016053.303","host_10",wuauserv,Auto,Running
"1517016063.827","host_9",wuauserv,Auto,Running
"1517016116.592","host_12",wuauserv,Manual,Stopped
"1517016283.683","host_7",wuauserv,Manual,Stopped
"1517016441.034","host_5",wuauserv,Manual,Stopped
"1517016817.058","host_1",wuauserv,Manual,Stopped
"1517017030.294","host_8",wuauserv,Auto,Running
"1517017461.091","host_14",wuauserv,Auto,Running
"1517018321.088","host_6",wuauserv,Manual,Stopped
"1517018376.356","host_15",wuauserv,Manual,Running
"1517018509.131","host_3",wuauserv,Manual,Stopped
"1517019133.068","host_2",wuauserv,Manual,Running
"1517019664.469","host_9",wuauserv,Auto,Running
"1517019879.987","host_10",wuauserv,Auto,Running
"1517019884.226","host_7",wuauserv,Manual,Running
"1517019962.046","host_11",wuauserv,Auto,Running
"1517020047.459","host_5",wuauserv,Manual,Stopped
"1517020362.210","host_13",wuauserv,Manual,Stopped
"1517020417.411","host_1",wuauserv,Manual,Running
"1517020630.872","host_8",wuauserv,Auto,Running
"1517020992.119","host_12",wuauserv,Manual,Stopped
"1517021061.669","host_14",wuauserv,Auto,Running
"1517021976.828","host_15",wuauserv,Manual,Running
"1517022227.760","host_6",wuauserv,Manual,Running
"1517022615.813","host_3",wuauserv,Manual,Running
"1517022733.402","host_2",wuauserv,Manual,Running
"1517023264.944","host_9",wuauserv,Auto,Running
"1517023484.784","host_7",wuauserv,Manual,Stopped
"1517023648.071","host_5",wuauserv,Manual,Stopped
"1517024017.608","host_1",wuauserv,Manual,Running
"1517024231.276","host_8",wuauserv,Auto,Running
"1517024259.362","host_13",wuauserv,Manual,Stopped
"1517024662.272","host_14",wuauserv,Auto,Running
"1517024669.464","host_11",wuauserv,Auto,Running
"1517025132.328","host_12",wuauserv,Manual,Stopped
"1517025149.001","host_10",wuauserv,Auto,Running
"1517025577.258","host_15",wuauserv,Manual,Running
"1517026014.172","host_6",wuauserv,Manual,Running
"1517026334.284","host_2",wuauserv,Manual,Running
"1517026675.451","host_3",wuauserv,Manual,Running
"1517026865.241","host_9",wuauserv,Auto,Running
"1517027085.282","host_7",wuauserv,Manual,Stopped
"1517027248.449","host_5",wuauserv,Manual,Stopped
"1517027618.211","host_1",wuauserv,Manual,Stopped
"1517027831.823","host_8",wuauserv,Auto,Running
"1517027920.074","host_13",wuauserv,Manual,Stopped
"1517028262.858","host_14",wuauserv,Auto,Running
"1517029177.881","host_15",wuauserv,Manual,Running
"1517029355.774","host_10",wuauserv,Auto,Running
"1517029716.945","host_11",wuauserv,Auto,Running
"1517029934.634","host_2",wuauserv,Manual,Running
"1517030121.360","host_6",wuauserv,Manual,Stopped
"1517030426.578","host_12",wuauserv,Manual,Stopped
"1517030465.622","host_9",wuauserv,Auto,Running
"1517030685.952","host_7",wuauserv,Manual,Stopped
"1517030848.795","host_5",wuauserv,Manual,Stopped
"1517030901.301","host_3",wuauserv,Manual,Stopped
"1517031218.439","host_1",wuauserv,Manual,Stopped
"1517031432.056","host_8",wuauserv,Auto,Running
"1517031863.703","host_14",wuauserv,Auto,Running
"1517031963.917","host_13",wuauserv,Manual,Stopped
"1517032778.360","host_15",wuauserv,Manual,Running
"1517033287.929","host_10",wuauserv,Auto,Running
"1517033317.580","host_11",wuauserv,Auto,Running
"1517033534.891","host_2",wuauserv,Manual,Running
"1517034066.169","host_9",wuauserv,Auto,Running
"1517034069.173","host_6",wuauserv,Manual,Stopped
"1517034286.558","host_7",wuauserv,Manual,Stopped
"1517034449.500","host_5",wuauserv,Manual,Stopped
"1517034744.381","host_12",wuauserv,Manual,Stopped
"1517034745.693","host_3",wuauserv,Manual,Stopped
"1517034818.786","host_1",wuauserv,Manual,Running
"1517035032.603","host_8",wuauserv,Auto,Running
"1517035464.081","host_14",wuauserv,Auto,Running
"1517035650.301","host_13",wuauserv,Manual,Stopped
"1517036378.555","host_15",wuauserv,Manual,Running
"1517037135.132","host_2",wuauserv,Manual,Running
"1517037666.721","host_9",wuauserv,Auto,Running
"1517037855.183","host_10",wuauserv,Auto,Running
"1517037886.758","host_7",wuauserv,Manual,Stopped
"1517038044.686","host_11",wuauserv,Auto,Running
"1517038053.424","host_5",wuauserv,Manual,Stopped
"1517038340.992","host_6",wuauserv,Manual,Stopped
"1517038389.390","host_12",wuauserv,Manual,Stopped
"1517038419.109","host_1",wuauserv,Manual,Stopped
"1517038645.789","host_8",wuauserv,Auto,Running
"1517039028.140","host_3",wuauserv,Manual,Running
"1517039064.473","host_14",wuauserv,Auto,Running
"1517039978.892","host_15",wuauserv,Manual,Running
"1517040243.731","host_13",wuauserv,Manual,Stopped
"1517040735.638","host_2",wuauserv,Manual,Running
"1517041267.237","host_9",wuauserv,Auto,Running
"1517041487.176","host_7",wuauserv,Manual,Stopped
"1517041657.630","host_5",wuauserv,Manual,Stopped
"1517041750.940","host_11",wuauserv,Auto,Running
"1517042002.969","host_12",wuauserv,Manual,Stopped
"1517042019.712","host_1",wuauserv,Manual,Stopped
"1517042246.086","host_8",wuauserv,Auto,Running
"1517042590.847","host_6",wuauserv,Manual,Running
"1517042664.698","host_14",wuauserv,Auto,Running
"1517043036.525","host_3",wuauserv,Manual,Stopped
"1517043343.300","host_10",wuauserv,Auto,Running
"1517043579.239","host_15",wuauserv,Manual,Running
"1517044339.092","host_2",wuauserv,Manual,Running
"1517044792.618","host_13",wuauserv,Manual,Stopped
"1517044867.476","host_9",wuauserv,Auto,Running
"1517045087.665","host_7",wuauserv,Manual,Stopped
"1517045263.570","host_5",wuauserv,Manual,Stopped
"1517045619.894","host_1",wuauserv,Manual,Stopped
"1517045803.018","host_12",wuauserv,Manual,Running
"1517045849.865","host_8",wuauserv,Auto,Running
"1517046264.925","host_14",wuauserv,Auto,Running
"1517046897.769","host_6",wuauserv,Manual,Stopped
"1517047019.004","host_11",wuauserv,Auto,Running
"1517047179.654","host_15",wuauserv,Manual,Running
"1517047228.389","host_3",wuauserv,Manual,Stopped
"1517047939.664","host_2",wuauserv,Manual,Running
"1517048270.502","host_10",wuauserv,Auto,Running
"1517048467.898","host_9",wuauserv,Auto,Running
"1517048688.036","host_7",wuauserv,Manual,Stopped
"1517048864.135","host_5",wuauserv,Manual,Stopped
"1517048994.354","host_13",wuauserv,Manual,Stopped
"1517049220.497","host_1",wuauserv,Manual,Running
"1517049450.490","host_8",wuauserv,Auto,Running
"1517049569.302","host_12",wuauserv,Manual,Stopped
"1517049865.191","host_14",wuauserv,Auto,Running
"1517050780.310","host_15",wuauserv,Manual,Running
"1517050837.175","host_3",wuauserv,Manual,Stopped
"1517050925.029","host_6",wuauserv,Manual,Stopped
"1517051539.968","host_2",wuauserv,Manual,Running
"1517052068.358","host_9",wuauserv,Auto,Running
"1517052289.954","host_7",wuauserv,Manual,Running
"1517052307.809","host_11",wuauserv,Auto,Running
"1517052465.216","host_5",wuauserv,Manual,Running
"1517052822.756","host_1",wuauserv,Manual,Stopped
"1517052941.008","host_13",wuauserv,Manual,Stopped
"1517053050.942","host_8",wuauserv,Auto,Running
"1517053465.401","host_14",wuauserv,Auto,Running
"1517054380.756","host_15",wuauserv,Manual,Running
"1517054567.049","host_12",wuauserv,Manual,Stopped
"1517054799.547","host_10",wuauserv,Auto,Running
"1517054856.093","host_6",wuauserv,Manual,Running
"1517055140.506","host_2",wuauserv,Manual,Running
"1517055175.053","host_3",wuauserv,Manual,Running
"1517055668.701","host_9",wuauserv,Auto,Running
"1517055891.263","host_7",wuauserv,Manual,Running
"1517056070.421","host_5",wuauserv,Manual,Stopped
"1517056094.092","host_11",wuauserv,Auto,Running
"1517056423.031","host_1",wuauserv,Manual,Running
"1517056651.394","host_8",wuauserv,Auto,Running
"1517056707.299","host_13",wuauserv,Manual,Stopped
"1517057065.650","host_14",wuauserv,Auto,Running
"1517057981.208","host_15",wuauserv,Manual,Running
"1517058456.647","host_6",wuauserv,Manual,Running
"1517058638.007","host_12",wuauserv,Manual,Stopped
"1517058741.481","host_2",wuauserv,Manual,Running
"1517058987.945","host_10",wuauserv,Auto,Running
"1517059269.208","host_9",wuauserv,Auto,Running
"1517059492.477","host_7",wuauserv,Manual,Stopped
"1517059671.017","host_5",wuauserv,Manual,Stopped
"1517059817.566","host_3",wuauserv,Manual,Stopped
"1517060023.353","host_1",wuauserv,Manual,Running
"1517060251.597","host_8",wuauserv,Auto,Running
"1517060413.902","host_13",wuauserv,Manual,Stopped
"1517060666.029","host_14",wuauserv,Auto,Running
"1517061001.958","host_11",wuauserv,Auto,Running
"1517061581.542","host_15",wuauserv,Manual,Running
"1517062103.157","host_6",wuauserv,Manual,Running
"1517062342.050","host_2",wuauserv,Manual,Running
"1517062794.612","host_10",wuauserv,Auto,Running
"1517062869.614","host_9",wuauserv,Auto,Running
"1517063093.317","host_7",wuauserv,Manual,Stopped
"1517063272.020","host_5",wuauserv,Manual,Stopped
"1517063566.566","host_12",wuauserv,Manual,Stopped
"1517063623.644","host_1",wuauserv,Manual,Running
"1517063851.798","host_8",wuauserv,Auto,Running
"1517064241.114","host_3",wuauserv,Manual,Running
"1517064266.290","host_14",wuauserv,Auto,Running
"1517064322.227","host_13",wuauserv,Manual,Stopped
"1517064788.452","host_11",wuauserv,Auto,Running
"1517065182.255","host_15",wuauserv,Manual,Running
"1517065942.400","host_2",wuauserv,Manual,Running
"1517066190.265","host_6",wuauserv,Manual,Stopped
"1517066469.933","host_9",wuauserv,Auto,Running
"1517066693.656","host_7",wuauserv,Manual,Stopped
"1517066872.538","host_5",wuauserv,Manual,Running
"1517067224.110","host_1",wuauserv,Manual,Running
"1517067452.078","host_8",wuauserv,Auto,Running
"1517067653.203","host_10",wuauserv,Auto,Running
"1517067866.543","host_14",wuauserv,Auto,Running
"1517068348.725","host_13",wuauserv,Manual,Stopped
"1517068466.672","host_12",wuauserv,Manual,Stopped
"1517068574.914","host_11",wuauserv,Auto,Running
"1517068686.054","host_3",wuauserv,Manual,Stopped
"1517068782.744","host_15",wuauserv,Manual,Running
"1517069542.985","host_2",wuauserv,Manual,Running
"1517070070.213","host_9",wuauserv,Auto,Running
"1517070199.952","host_6",wuauserv,Manual,Stopped
"1517070294.309","host_7",wuauserv,Manual,Stopped
"1517070477.587","host_5",wuauserv,Manual,Stopped
"1517070824.593","host_1",wuauserv,Manual,Stopped
"1517071052.657","host_8",wuauserv,Auto,Running
"1517071466.874","host_14",wuauserv,Auto,Running
"1517072240.351","host_10",wuauserv,Auto,Running
"1517072383.237","host_15",wuauserv,Manual,Running
"1517072606.280","host_13",wuauserv,Manual,Stopped
"1517073143.429","host_2",wuauserv,Manual,Running
"1517073193.263","host_3",wuauserv,Manual,Running
"1517073392.882","host_12",wuauserv,Manual,Stopped
"1517073670.673","host_9",wuauserv,Auto,Running
"1517073844.296","host_11",wuauserv,Auto,Running
"1517073894.524","host_7",wuauserv,Manual,Stopped
"1517073989.223","host_6",wuauserv,Manual,Stopped
"1517074080.931","host_5",wuauserv,Manual,Stopped
"1517074424.946","host_1",wuauserv,Manual,Running
"1517074653.014","host_8",wuauserv,Auto,Running
"1517075067.360","host_14",wuauserv,Auto,Running
"1517075983.695","host_15",wuauserv,Manual,Running
"1517076026.958","host_10",wuauserv,Auto,Running
"1517076743.716","host_2",wuauserv,Manual,Running
"1517077239.553","host_13",wuauserv,Manual,Stopped
"1517077271.110","host_9",wuauserv,Auto,Running
"1517077495.078","host_7",wuauserv,Manual,Stopped
"1517077681.342","host_5",wuauserv,Manual,Stopped
"1517077910.779","host_3",wuauserv,Manual,Stopped
"1517078025.284","host_1",wuauserv,Manual,Running
"1517078186.096","host_12",wuauserv,Manual,Stopped
"1517078253.576","host_8",wuauserv,Auto,Running
"1517078333.736","host_11",wuauserv,Auto,Running
"1517078396.372","host_6",wuauserv,Manual,Running
"1517078667.940","host_14",wuauserv,Auto,Running
"1517079584.104","host_15",wuauserv,Manual,Running
"1517080217.960","host_10",wuauserv,Auto,Running
"1517080344.404","host_2",wuauserv,Manual,Running
"1517080871.570","host_9",wuauserv,Auto,Running
"1517081095.589","host_7",wuauserv,Manual,Running
"1517081281.782","host_5",wuauserv,Manual,Stopped
"1517081448.117","host_13",wuauserv,Manual,Running
"1517081625.699","host_1",wuauserv,Manual,Running
"1517081855.591","host_8",wuauserv,Auto,Running
"1517082019.802","host_12",wuauserv,Manual,Stopped
"1517082100.283","host_11",wuauserv,Auto,Running
"1517082142.656","host_6",wuauserv,Manual,Running
"1517082268.627","host_14",wuauserv,Auto,Running
"1517082554.745","host_3",wuauserv,Manual,Running
"1517083184.254","host_15",wuauserv,Manual,Running
"1517083944.614","host_2",wuauserv,Manual,Running
"1517084472.194","host_9",wuauserv,Auto,Running
"1517084695.914","host_7",wuauserv,Manual,Stopped
"1517084886.613","host_5",wuauserv,Manual,Stopped
"1517085226.006","host_1",wuauserv,Manual,Running
"1517085455.872","host_8",wuauserv,Auto,Running
"1517085830.436","host_6",wuauserv,Manual,Stopped
"1517085869.451","host_14",wuauserv,Auto,Running
"1517085886.769","host_11",wuauserv,Auto,Running
"1517086006.196","host_12",wuauserv,Manual,Stopped
"1517086350.128","host_13",wuauserv,Manual,Stopped
"1517086784.850","host_15",wuauserv,Manual,Running
