"USER_ID","USER_NAME",peergroup
0053300000BBKB1,user286,"user135|user286|user571|user697|user717|user719"
0053300000BBKB2,user287,"user108|user222|user259|user287|user37|user433|user475|user675|user718|user731|user733"
0053300000BJAB5,user288,"user16|user167|user185|user247|user288|user370|user5|user607|user617|user96"
0053300000BJAB9,user289,"user102|user181|user230|user235|user289|user316|user320|user398|user456|user600|user658|user725|user98"
0053300000BJJ30,user290,"user267|user290|user442|user46|user483|user562|user618|user666|user686|user696|user729|user745|user86"
0053300000BJJB7,user291,"user137|user239|user256|user281|user291|user330|user383|user473|user495|user504|user516|user542|user624|user650|user71|user743"
0053300000BJK97,user292,"user163|user208|user292|user344|user385|user425|user477|user48|user511|user519|user585|user599|user64|user645|user723|user744|user84"
0053300000BJKB2,user293,"user129|user27|user293|user382|user387|user417|user439|user470|user638|user748|user754|user95"
0053300000BK341,user294,"user151|user193|user258|user263|user294|user325|user373|user404|user416|user527|user657|user689|user78"
0053300000BK347,user295,"user111|user133|user237|user295|user3|user329|user445|user459|user653|user654|user656|user676|user704"
0053300000BK39G,user296,"user125|user276|user296|user341|user354|user636|user641|user659|user678|user684|user734|user87"
0053300000BKK7B,user297,"user140|user209|user218|user29|user297|user428|user520|user572|user66|user700|user728|user94"
0054000000B2072,user298,"user146|user244|user283|user298|user349|user423"
0054000000B2111,user299,"user299|user454|user667|user93"
0054000000B2112,user300,"user300|user558|user59|user608|user668"
0054000000B211J,user301,"user180|user190|user224|user282|user301|user538|user563|user61|user753"
0054000000B2123,user302,"user107|user109|user141|user160|user206|user302|user342|user436|user441|user49|user514|user561|user712|user76"
0054000000B2193,user303,"user134|user14|user178|user303|user368|user466|user537|user553|user575|user701"
0054000000B2219,user304,"user113|user171|user2|user251|user304|user306|user314|user478|user539|user552|user591|user628"
0054000000B2232,user305,"user188|user192|user213|user305|user309|user324|user360|user39|user461|user488|user614|user63|user68|user682|user99"
0054000000B227J,user306,"user113|user171|user2|user251|user304|user306|user314|user478|user539|user552|user591|user628"
0054000000B2293,user307,"user115|user124|user199|user255|user279|user307|user312|user345|user357|user503|user506|user509|user565|user615|user713"
0054000000B22B3,user308,"user116|user176|user19|user229|user308|user432|user479|user580|user633"
0054000000B2310,user309,"user188|user192|user213|user305|user309|user324|user360|user39|user461|user488|user614|user63|user68|user682|user99"
0054000000B231J,user310,"user105|user120|user310|user399|user480|user55|user671|user691|user740|user85"
0054000000B2322,user311,"user150|user194|user211|user223|user311|user332|user390|user526|user590|user597|user693|user705"
0054000000B2330,user312,"user115|user124|user199|user255|user279|user307|user312|user345|user357|user503|user506|user509|user565|user615|user713"
0054000000B2333,user313,"user112|user17|user202|user233|user269|user313|user319|user377|user451|user457|user570"
0054000000B2351,user314,"user113|user171|user2|user251|user304|user306|user314|user478|user539|user552|user591|user628"
0054000000B2370,user315,"user12|user184|user212|user220|user238|user315|user400|user406|user41|user412"
0054000000B2373,user316,"user102|user181|user230|user235|user289|user316|user320|user398|user456|user600|user658|user725|user98"
0054000000B237K,user317,"user144|user225|user236|user317|user419|user42|user487|user601|user609|user626|user677"
0054000000B2393,user318,"user159|user200|user217|user23|user268|user318|user482|user583|user711|user722"
0054000000B2399,user319,"user112|user17|user202|user233|user269|user313|user319|user377|user451|user457|user570"
0054000000B23B0,user320,"user102|user181|user230|user235|user289|user316|user320|user398|user456|user600|user658|user725|user98"
0054000000B23B1,user321,"user119|user231|user280|user321|user392"
0054000000B23B3,user322,"user152|user183|user245|user322|user54|user546|user550|user89"
0054000000B23BB,user323,"user131|user198|user219|user323|user52|user535|user687|user69|user699"
0054000000B23J9,user324,"user188|user192|user213|user305|user309|user324|user360|user39|user461|user488|user614|user63|user68|user682|user99"
0054000000B23KB,user325,"user151|user193|user258|user263|user294|user325|user373|user404|user416|user527|user657|user689|user78"
0054000000B2431,user326,"user143|user168|user170|user173|user242|user26|user28|user326|user397|user44|user474|user541|user73"
0054000000B252A,user327,"user191|user203|user216|user327|user362|user455|user468|user554|user58|user613"
0054000000B2773,user328,"user122|user147|user175|user328|user359|user586|user622|user631|user662|user730"
0054000000B27KB,user329,"user111|user133|user237|user295|user3|user329|user445|user459|user653|user654|user656|user676|user704"
0054000000B2929,user330,"user137|user239|user256|user281|user291|user330|user383|user473|user495|user504|user516|user542|user624|user650|user71|user743"
0054000000B2933,user331,"user101|user103|user153|user210|user331|user4|user501|user632|user639|user649|user679|user732|user79"
0054000000B2934,user332,"user150|user194|user211|user223|user311|user332|user390|user526|user590|user597|user693|user705"
0054000000B293J,user333,"user11|user228|user275|user333|user361|user435|user437|user453|user496|user543|user557|user663|user97"
0054000000B29B0,user334,"user174|user186|user334|user367|user380|user530|user593|user621|user65|user669|user702"
0054000000B29G2,user335,"user187|user226|user278|user335|user376|user464|user490|user568|user74|user92"
0054000000B2A9B,user336,"user136|user177|user336|user337|user449|user640"
0054000000B2B0B,user337,"user136|user177|user336|user337|user449|user640"
0054000000B2B22,user338,"user338|user434|user544|user703"
0054000000B2B37,user339,"user110|user121|user197|user20|user32|user339|user407|user481|user51|user67|user673|user727|user80"
0054000000B2J32,user340,"user164|user246|user277|user340|user375|user410|user440|user450|user499|user536|user606|user685|user83"
0054000000B2K73,user341,"user125|user276|user296|user341|user354|user636|user641|user659|user678|user684|user734|user87"
0054000000B2K79,user342,"user107|user109|user141|user160|user206|user302|user342|user436|user441|user49|user514|user561|user712|user76"
0054000000B2K99,user343,"user132|user284|user343|user374|user47|user476|user577|user598"
0054000000B2KB1,user344,"user163|user208|user292|user344|user385|user425|user477|user48|user511|user519|user585|user599|user64|user645|user723|user744|user84"
0054000000B3023,user345,"user115|user124|user199|user255|user279|user307|user312|user345|user357|user503|user506|user509|user565|user615|user713"
0054000000B3029,user346,"user346|user579|user660|user681|user70"
0054000000B302K,user347,"user1|user157|user347|user401|user403|user448|user484|user643|user672|user75"
0054000000B3033,user348,"user127|user348|user35|user413|user498|user500|user592|user596|user646|user741"
0054000000B3037,user349,"user146|user244|user283|user298|user349|user423"
0054000000B3039,user350,"user204|user22|user350|user351|user430|user444|user578|user587|user603|user619|user637|user7|user708|user72"
0054000000B3099,user351,"user204|user22|user350|user351|user430|user444|user578|user587|user603|user619|user637|user7|user708|user72"
0054000000B30B1,user352,"user261|user352|user353|user378|user409|user524|user532|user540|user594|user651|user739|user90"
0054000000B30B9,user353,"user261|user352|user353|user378|user409|user524|user532|user540|user594|user651|user739|user90"
0054000000B3131,user354,"user125|user276|user296|user341|user354|user636|user641|user659|user678|user684|user734|user87"
0054000000B313B,user355,"user104|user154|user166|user205|user207|user285|user355|user421|user465|user534|user623|user690"
0054000000B3191,user356,"user149|user156|user172|user254|user356|user518|user531|user548|user582|user749|user88"
0054000000B3193,user357,"user115|user124|user199|user255|user279|user307|user312|user345|user357|user503|user506|user509|user565|user615|user713"
0054000000B321K,user358,"user182|user271|user358|user386|user549|user611|user694|user715"
0054000000B322J,user359,"user122|user147|user175|user328|user359|user586|user622|user631|user662|user730"
0054000000B323K,user360,"user188|user192|user213|user305|user309|user324|user360|user39|user461|user488|user614|user63|user68|user682|user99"
0054000000B3279,user361,"user11|user228|user275|user333|user361|user435|user437|user453|user496|user543|user557|user663|user97"
0054000000B32K2,user362,"user191|user203|user216|user327|user362|user455|user468|user554|user58|user613"
0054000000B3313,user363,"user363|user384|user394|user395|user396|user446|user584|user62|user661|user692|user707|user737|user750|user8|user9"
0054000000B331K,user364,"user364|user486|user492|user612|user642|user751|user91"
0054000000B3322,user365,"user270|user365|user414|user43|user513|user528|user53|user564|user57|user588|user605|user670|user706|user81"
0054000000B3323,user366,"user139|user366|user411|user507|user742"
0054000000B3329,user367,"user174|user186|user334|user367|user380|user530|user593|user621|user65|user669|user702"
0054000000B3333,user368,"user134|user14|user178|user303|user368|user466|user537|user553|user575|user701"
0054000000B3335,user369,"user165|user179|user189|user240|user272|user369|user463|user494|user497|user515|user644|user648|user735"
0054000000B3337,user370,"user16|user167|user185|user247|user288|user370|user5|user607|user617|user96"
0054000000B3371,user371,"user117|user30|user371|user381|user521"
0054000000B3373,user372,"user372|user652|user655|user721"
0054000000B3391,user373,"user151|user193|user258|user263|user294|user325|user373|user404|user416|user527|user657|user689|user78"
0054000000B3393,user374,"user132|user284|user343|user374|user47|user476|user577|user598"
0054000000B339G,user375,"user164|user246|user277|user340|user375|user410|user440|user450|user499|user536|user606|user685|user83"
0054000000B33B2,user376,"user187|user226|user278|user335|user376|user464|user490|user568|user74|user92"
0054000000B33B3,user377,"user112|user17|user202|user233|user269|user313|user319|user377|user451|user457|user570"
0054000000B33K7,user378,"user261|user352|user353|user378|user409|user524|user532|user540|user594|user651|user739|user90"
0054000000B33K9,user379,"user10|user138|user252|user265|user274|user34|user379|user389|user581"
0054000000B35A2,user380,"user174|user186|user334|user367|user380|user530|user593|user621|user65|user669|user702"
0054000000B3729,user381,"user117|user30|user371|user381|user521"
0054000000B3792,user382,"user129|user27|user293|user382|user387|user417|user439|user470|user638|user748|user754|user95"
0054000000B37B7,user383,"user137|user239|user256|user281|user291|user330|user383|user473|user495|user504|user516|user542|user624|user650|user71|user743"
0054000000B3972,user384,"user363|user384|user394|user395|user396|user446|user584|user62|user661|user692|user707|user737|user750|user8|user9"
0054000000B3973,user385,"user163|user208|user292|user344|user385|user425|user477|user48|user511|user519|user585|user599|user64|user645|user723|user744|user84"
0054000000B3A73,user386,"user182|user271|user358|user386|user549|user611|user694|user715"
0054000000B3B21,user387,"user129|user27|user293|user382|user387|user417|user439|user470|user638|user748|user754|user95"
0054000000B3B33,user388,"user13|user232|user38|user388|user427|user438|user560|user566|user569|user573|user688|user752"
0054000000B3B3B,user389,"user10|user138|user252|user265|user274|user34|user379|user389|user581"
0054000000B3BB2,user390,"user150|user194|user211|user223|user311|user332|user390|user526|user590|user597|user693|user705"
0054000000B3GB3,user391,"user15|user391|user452|user505|user589|user595|user60|user616|user625|user630|user82"
0054000000B3K31,user392,"user119|user231|user280|user321|user392"
0054000000B3K33,user393,"user201|user248|user393|user424|user510|user512|user547|user576|user602|user610|user724|user738"
0054000000B3K37,user394,"user363|user384|user394|user395|user396|user446|user584|user62|user661|user692|user707|user737|user750|user8|user9"
0054000000B3K3J,user395,"user363|user384|user394|user395|user396|user446|user584|user62|user661|user692|user707|user737|user750|user8|user9"
0054000000B7000,user396,"user363|user384|user394|user395|user396|user446|user584|user62|user661|user692|user707|user737|user750|user8|user9"
0054000000B7121,user397,"user143|user168|user170|user173|user242|user26|user28|user326|user397|user44|user474|user541|user73"
0054000000B717J,user398,"user102|user181|user230|user235|user289|user316|user320|user398|user456|user600|user658|user725|user98"
0054000000B7232,user399,"user105|user120|user310|user399|user480|user55|user671|user691|user740|user85"
0054000000B72KJ,user400,"user12|user184|user212|user220|user238|user315|user400|user406|user41|user412"
0054000000B731J,user401,"user1|user157|user347|user401|user403|user448|user484|user643|user672|user75"
0054000000B7JB2,user402,"user123|user145|user250|user253|user36|user402|user458|user471|user485|user523|user574|user664|user665|user674|user714|user755"
0054000000B7K3K,user403,"user1|user157|user347|user401|user403|user448|user484|user643|user672|user75"
0054000000B7KB1,user404,"user151|user193|user258|user263|user294|user325|user373|user404|user416|user527|user657|user689|user78"
0054000000B901B,user405,"user234|user405|user429|user460|user559|user629|user683"
0054000000B9091,user406,"user12|user184|user212|user220|user238|user315|user400|user406|user41|user412"
0054000000B9203,user407,"user110|user121|user197|user20|user32|user339|user407|user481|user51|user67|user673|user727|user80"
0054000000B9239,user408,"user106|user130|user142|user24|user408|user45|user533|user620|user720"
0054000000B9439,user409,"user261|user352|user353|user378|user409|user524|user532|user540|user594|user651|user739|user90"
0054000000B9532,user410,"user164|user246|user277|user340|user375|user410|user440|user450|user499|user536|user606|user685|user83"
0054000000B9707,user411,"user139|user366|user411|user507|user742"
0054000000B9713,user412,"user12|user184|user212|user220|user238|user315|user400|user406|user41|user412"
0054000000B9729,user413,"user127|user348|user35|user413|user498|user500|user592|user596|user646|user741"
0054000000B9739,user414,"user270|user365|user414|user43|user513|user528|user53|user564|user57|user588|user605|user670|user706|user81"
0054000000B9923,user415,"user214|user262|user266|user415|user447|user517|user529|user680|user716|user726|user77"
0054000000B993K,user416,"user151|user193|user258|user263|user294|user325|user373|user404|user416|user527|user657|user689|user78"
0054000000B9B9J,user417,"user129|user27|user293|user382|user387|user417|user439|user470|user638|user748|user754|user95"
0054000000BA07B,user418,"user195|user257|user418|user420|user493|user6|user604|user698"
0054000000BA1B9,user419,"user144|user225|user236|user317|user419|user42|user487|user601|user609|user626|user677"
0054000000BA331,user420,"user195|user257|user418|user420|user493|user6|user604|user698"
0054000000BA342,user421,"user104|user154|user166|user205|user207|user285|user355|user421|user465|user534|user623|user690"
0054000000BA371,user422,"user155|user241|user422|user467|user469|user522|user634|user747"
0054000000BA417,user423,"user146|user244|user283|user298|user349|user423"
0054000000BA42J,user424,"user201|user248|user393|user424|user510|user512|user547|user576|user602|user610|user724|user738"
0054000000BA497,user425,"user163|user208|user292|user344|user385|user425|user477|user48|user511|user519|user585|user599|user64|user645|user723|user744|user84"
0054000000BAG9B,user426,"user215|user243|user40|user426|user443|user472|user635|user709|user746"
0054000000BAK31,user427,"user13|user232|user38|user388|user427|user438|user560|user566|user569|user573|user688|user752"
0054000000BAK3K,user428,"user140|user209|user218|user29|user297|user428|user520|user572|user66|user700|user728|user94"
0054000000BAK73,user429,"user234|user405|user429|user460|user559|user629|user683"
0054000000BJ172,user430,"user204|user22|user350|user351|user430|user444|user578|user587|user603|user619|user637|user7|user708|user72"
0054000000BJ191,user431,"user221|user260|user431|user567|user627|user736"
0054000000BJ1B7,user432,"user116|user176|user19|user229|user308|user432|user479|user580|user633"
0054000000BJ210,user433,"user108|user222|user259|user287|user37|user433|user475|user675|user718|user731|user733"
0054000000BJ323,user434,"user338|user434|user544|user703"
0054000000BJ333,user435,"user11|user228|user275|user333|user361|user435|user437|user453|user496|user543|user557|user663|user97"
0054000000BJ773,user436,"user107|user109|user141|user160|user206|user302|user342|user436|user441|user49|user514|user561|user712|user76"
0054000000BJ7B0,user437,"user11|user228|user275|user333|user361|user435|user437|user453|user496|user543|user557|user663|user97"
0054000000BJ7B1,user438,"user13|user232|user38|user388|user427|user438|user560|user566|user569|user573|user688|user752"
0054000000BJ7B7,user439,"user129|user27|user293|user382|user387|user417|user439|user470|user638|user748|user754|user95"
0054000000BJ7KJ,user440,"user164|user246|user277|user340|user375|user410|user440|user450|user499|user536|user606|user685|user83"
0054000000BJ921,user441,"user107|user109|user141|user160|user206|user302|user342|user436|user441|user49|user514|user561|user712|user76"
0054000000BJ9K0,user442,"user267|user290|user442|user46|user483|user562|user618|user666|user686|user696|user729|user745|user86"
0054000000BJ9KK,user443,"user215|user243|user40|user426|user443|user472|user635|user709|user746"
0054000000BJB23,user444,"user204|user22|user350|user351|user430|user444|user578|user587|user603|user619|user637|user7|user708|user72"
0054000000BJB2B,user445,"user111|user133|user237|user295|user3|user329|user445|user459|user653|user654|user656|user676|user704"
0054000000BJB3K,user446,"user363|user384|user394|user395|user396|user446|user584|user62|user661|user692|user707|user737|user750|user8|user9"
0054000000BJB93,user447,"user214|user262|user266|user415|user447|user517|user529|user680|user716|user726|user77"
0054000000BJB99,user448,"user1|user157|user347|user401|user403|user448|user484|user643|user672|user75"
0054000000BJK99,user449,"user136|user177|user336|user337|user449|user640"
00533000003K131,user450,"user164|user246|user277|user340|user375|user410|user440|user450|user499|user536|user606|user685|user83"
00533000003K133,user451,"user112|user17|user202|user233|user269|user313|user319|user377|user451|user457|user570"
00533000003K179,user452,"user15|user391|user452|user505|user589|user595|user60|user616|user625|user630|user82"
00533000003K217,user453,"user11|user228|user275|user333|user361|user435|user437|user453|user496|user543|user557|user663|user97"
00533000003K272,user454,"user299|user454|user667|user93"
00533000003K307,user455,"user191|user203|user216|user327|user362|user455|user468|user554|user58|user613"
00533000003K335,user456,"user102|user181|user230|user235|user289|user316|user320|user398|user456|user600|user658|user725|user98"
00533000003K3B1,user457,"user112|user17|user202|user233|user269|user313|user319|user377|user451|user457|user570"
00533000003K720,user458,"user123|user145|user250|user253|user36|user402|user458|user471|user485|user523|user574|user664|user665|user674|user714|user755"
00533000003K723,user459,"user111|user133|user237|user295|user3|user329|user445|user459|user653|user654|user656|user676|user704"
00533000003K7B2,user460,"user234|user405|user429|user460|user559|user629|user683"
00533000003K7B3,user461,"user188|user192|user213|user305|user309|user324|user360|user39|user461|user488|user614|user63|user68|user682|user99"
00533000003K7B9,user462,"user126|user162|user169|user21|user249|user462|user556|user56|user647|user695|user710"
00533000003K7K7,user463,"user165|user179|user189|user240|user272|user369|user463|user494|user497|user515|user644|user648|user735"
00533000003K7KJ,user464,"user187|user226|user278|user335|user376|user464|user490|user568|user74|user92"
00533000003K904,user465,"user104|user154|user166|user205|user207|user285|user355|user421|user465|user534|user623|user690"
00533000003K919,user466,"user134|user14|user178|user303|user368|user466|user537|user553|user575|user701"
00533000003K933,user467,"user155|user241|user422|user467|user469|user522|user634|user747"
00533000003K93K,user468,"user191|user203|user216|user327|user362|user455|user468|user554|user58|user613"
00533000003KBBB,user469,"user155|user241|user422|user467|user469|user522|user634|user747"
00533000003KK32,user470,"user129|user27|user293|user382|user387|user417|user439|user470|user638|user748|user754|user95"
00533000003KK92,user471,"user123|user145|user250|user253|user36|user402|user458|user471|user485|user523|user574|user664|user665|user674|user714|user755"
00533000003KK9J,user472,"user215|user243|user40|user426|user443|user472|user635|user709|user746"
00533000003KKB7,user473,"user137|user239|user256|user281|user291|user330|user383|user473|user495|user504|user516|user542|user624|user650|user71|user743"
00533000007B210,user474,"user143|user168|user170|user173|user242|user26|user28|user326|user397|user44|user474|user541|user73"
00533000007B213,user475,"user108|user222|user259|user287|user37|user433|user475|user675|user718|user731|user733"
00533000007B219,user476,"user132|user284|user343|user374|user47|user476|user577|user598"
00533000007B237,user477,"user163|user208|user292|user344|user385|user425|user477|user48|user511|user519|user585|user599|user64|user645|user723|user744|user84"
00533000007B239,user478,"user113|user171|user2|user251|user304|user306|user314|user478|user539|user552|user591|user628"
00533000007B270,user479,"user116|user176|user19|user229|user308|user432|user479|user580|user633"
00533000007B293,user480,"user105|user120|user310|user399|user480|user55|user671|user691|user740|user85"
00533000007B2B3,user481,"user110|user121|user197|user20|user32|user339|user407|user481|user51|user67|user673|user727|user80"
00533000007B2BB,user482,"user159|user200|user217|user23|user268|user318|user482|user583|user711|user722"
00533000007B2BK,user483,"user267|user290|user442|user46|user483|user562|user618|user666|user686|user696|user729|user745|user86"
00533000007B2K0,user484,"user1|user157|user347|user401|user403|user448|user484|user643|user672|user75"
00533000007B2K3,user485,"user123|user145|user250|user253|user36|user402|user458|user471|user485|user523|user574|user664|user665|user674|user714|user755"
00533000007B320,user486,"user364|user486|user492|user612|user642|user751|user91"
00533000007B322,user487,"user144|user225|user236|user317|user419|user42|user487|user601|user609|user626|user677"
00533000007B33B,user488,"user188|user192|user213|user305|user309|user324|user360|user39|user461|user488|user614|user63|user68|user682|user99"
00533000007B391,user489,"user148|user489|user508|user551"
00533000007B72K,user490,"user187|user226|user278|user335|user376|user464|user490|user568|user74|user92"
00533000007B77B,user491,"user128|user196|user273|user31|user491|user50|user545"
00533000007B793,user492,"user364|user486|user492|user612|user642|user751|user91"
00533000007B933,user493,"user195|user257|user418|user420|user493|user6|user604|user698"
00533000007J123,user494,"user165|user179|user189|user240|user272|user369|user463|user494|user497|user515|user644|user648|user735"
00533000007J171,user495,"user137|user239|user256|user281|user291|user330|user383|user473|user495|user504|user516|user542|user624|user650|user71|user743"
00533000007J175,user496,"user11|user228|user275|user333|user361|user435|user437|user453|user496|user543|user557|user663|user97"
00533000007J177,user497,"user165|user179|user189|user240|user272|user369|user463|user494|user497|user515|user644|user648|user735"
00533000007J29K,user498,"user127|user348|user35|user413|user498|user500|user592|user596|user646|user741"
00533000007J2B7,user499,"user164|user246|user277|user340|user375|user410|user440|user450|user499|user536|user606|user685|user83"
00533000007J310,user500,"user127|user348|user35|user413|user498|user500|user592|user596|user646|user741"
00533000007J321,user501,"user101|user103|user153|user210|user331|user4|user501|user632|user639|user649|user679|user732|user79"
00533000007J329,user502,"user100|user114|user118|user227|user25|user264|user33|user502|user555"
00533000007J330,user503,"user115|user124|user199|user255|user279|user307|user312|user345|user357|user503|user506|user509|user565|user615|user713"
00533000007J332,user504,"user137|user239|user256|user281|user291|user330|user383|user473|user495|user504|user516|user542|user624|user650|user71|user743"
00533000007J333,user505,"user15|user391|user452|user505|user589|user595|user60|user616|user625|user630|user82"
00533000007J337,user506,"user115|user124|user199|user255|user279|user307|user312|user345|user357|user503|user506|user509|user565|user615|user713"
00533000007J33A,user507,"user139|user366|user411|user507|user742"
00533000007J33B,user508,"user148|user489|user508|user551"
00533000007J33J,user509,"user115|user124|user199|user255|user279|user307|user312|user345|user357|user503|user506|user509|user565|user615|user713"
00533000007J33K,user510,"user201|user248|user393|user424|user510|user512|user547|user576|user602|user610|user724|user738"
00533000007J375,user511,"user163|user208|user292|user344|user385|user425|user477|user48|user511|user519|user585|user599|user64|user645|user723|user744|user84"
00533000007J393,user512,"user201|user248|user393|user424|user510|user512|user547|user576|user602|user610|user724|user738"
00533000007J394,user513,"user270|user365|user414|user43|user513|user528|user53|user564|user57|user588|user605|user670|user706|user81"
00533000007J397,user514,"user107|user109|user141|user160|user206|user302|user342|user436|user441|user49|user514|user561|user712|user76"
00533000007J3J0,user515,"user165|user179|user189|user240|user272|user369|user463|user494|user497|user515|user644|user648|user735"
00533000007J530,user516,"user137|user239|user256|user281|user291|user330|user383|user473|user495|user504|user516|user542|user624|user650|user71|user743"
00533000007J777,user517,"user214|user262|user266|user415|user447|user517|user529|user680|user716|user726|user77"
00533000007J993,user518,"user149|user156|user172|user254|user356|user518|user531|user548|user582|user749|user88"
00533000007J9B2,user519,"user163|user208|user292|user344|user385|user425|user477|user48|user511|user519|user585|user599|user64|user645|user723|user744|user84"
00533000007J9J3,user520,"user140|user209|user218|user29|user297|user428|user520|user572|user66|user700|user728|user94"
00533000007JB0K,user521,"user117|user30|user371|user381|user521"
00533000007JB22,user522,"user155|user241|user422|user467|user469|user522|user634|user747"
00533000007JBB7,user523,"user123|user145|user250|user253|user36|user402|user458|user471|user485|user523|user574|user664|user665|user674|user714|user755"
00533000007JK21,user524,"user261|user352|user353|user378|user409|user524|user532|user540|user594|user651|user739|user90"
00533000007JK27,user525,"user158|user161|user18|user525"
00533000007JK9K,user526,"user150|user194|user211|user223|user311|user332|user390|user526|user590|user597|user693|user705"
00540000003B003,user527,"user151|user193|user258|user263|user294|user325|user373|user404|user416|user527|user657|user689|user78"
00540000003B00K,user528,"user270|user365|user414|user43|user513|user528|user53|user564|user57|user588|user605|user670|user706|user81"
00540000003B030,user529,"user214|user262|user266|user415|user447|user517|user529|user680|user716|user726|user77"
00540000003B0KK,user530,"user174|user186|user334|user367|user380|user530|user593|user621|user65|user669|user702"
00540000003B129,user531,"user149|user156|user172|user254|user356|user518|user531|user548|user582|user749|user88"
00540000003B131,user532,"user261|user352|user353|user378|user409|user524|user532|user540|user594|user651|user739|user90"
00540000003B177,user533,"user106|user130|user142|user24|user408|user45|user533|user620|user720"
00540000003B1J3,user534,"user104|user154|user166|user205|user207|user285|user355|user421|user465|user534|user623|user690"
00540000003B233,user535,"user131|user198|user219|user323|user52|user535|user687|user69|user699"
00540000003B272,user536,"user164|user246|user277|user340|user375|user410|user440|user450|user499|user536|user606|user685|user83"
00540000003B317,user537,"user134|user14|user178|user303|user368|user466|user537|user553|user575|user701"
00540000003B331,user538,"user180|user190|user224|user282|user301|user538|user563|user61|user753"
00540000003B332,user539,"user113|user171|user2|user251|user304|user306|user314|user478|user539|user552|user591|user628"
00540000003B339,user540,"user261|user352|user353|user378|user409|user524|user532|user540|user594|user651|user739|user90"
00540000003B33J,user541,"user143|user168|user170|user173|user242|user26|user28|user326|user397|user44|user474|user541|user73"
00540000003B34K,user542,"user137|user239|user256|user281|user291|user330|user383|user473|user495|user504|user516|user542|user624|user650|user71|user743"
00540000003B373,user543,"user11|user228|user275|user333|user361|user435|user437|user453|user496|user543|user557|user663|user97"
00540000003B3B3,user544,"user338|user434|user544|user703"
00540000003B3B9,user545,"user128|user196|user273|user31|user491|user50|user545"
00540000003B4BB,user546,"user152|user183|user245|user322|user54|user546|user550|user89"
00540000003B593,user547,"user201|user248|user393|user424|user510|user512|user547|user576|user602|user610|user724|user738"
00540000003B733,user548,"user149|user156|user172|user254|user356|user518|user531|user548|user582|user749|user88"
00540000003B999,user549,"user182|user271|user358|user386|user549|user611|user694|user715"
00540000003B99B,user550,"user152|user183|user245|user322|user54|user546|user550|user89"
00540000003B9KK,user551,"user148|user489|user508|user551"
00540000003BB39,user552,"user113|user171|user2|user251|user304|user306|user314|user478|user539|user552|user591|user628"
00540000003BBBB,user553,"user134|user14|user178|user303|user368|user466|user537|user553|user575|user701"
00540000003BK23,user554,"user191|user203|user216|user327|user362|user455|user468|user554|user58|user613"
00540000003BK39,user555,"user100|user114|user118|user227|user25|user264|user33|user502|user555"
00540000003J021,user556,"user126|user162|user169|user21|user249|user462|user556|user56|user647|user695|user710"
00540000003J13B,user557,"user11|user228|user275|user333|user361|user435|user437|user453|user496|user543|user557|user663|user97"
00540000003J149,user558,"user300|user558|user59|user608|user668"
00540000003J1K2,user559,"user234|user405|user429|user460|user559|user629|user683"
00540000003J251,user560,"user13|user232|user38|user388|user427|user438|user560|user566|user569|user573|user688|user752"
00540000003J2B7,user561,"user107|user109|user141|user160|user206|user302|user342|user436|user441|user49|user514|user561|user712|user76"
00540000003J344,user562,"user267|user290|user442|user46|user483|user562|user618|user666|user686|user696|user729|user745|user86"
00540000003J373,user563,"user180|user190|user224|user282|user301|user538|user563|user61|user753"
00540000003J3B1,user564,"user270|user365|user414|user43|user513|user528|user53|user564|user57|user588|user605|user670|user706|user81"
00540000003J3KB,user565,"user115|user124|user199|user255|user279|user307|user312|user345|user357|user503|user506|user509|user565|user615|user713"
00540000003J433,user566,"user13|user232|user38|user388|user427|user438|user560|user566|user569|user573|user688|user752"
00540000003J721,user567,"user221|user260|user431|user567|user627|user736"
00540000003J772,user568,"user187|user226|user278|user335|user376|user464|user490|user568|user74|user92"
00540000003J797,user569,"user13|user232|user38|user388|user427|user438|user560|user566|user569|user573|user688|user752"
00540000003J7B9,user570,"user112|user17|user202|user233|user269|user313|user319|user377|user451|user457|user570"
00540000003J937,user571,"user135|user286|user571|user697|user717|user719"
00540000003J99K,user572,"user140|user209|user218|user29|user297|user428|user520|user572|user66|user700|user728|user94"
00540000003JB2G,user573,"user13|user232|user38|user388|user427|user438|user560|user566|user569|user573|user688|user752"
00540000003JB30,user574,"user123|user145|user250|user253|user36|user402|user458|user471|user485|user523|user574|user664|user665|user674|user714|user755"
00540000003JB39,user575,"user134|user14|user178|user303|user368|user466|user537|user553|user575|user701"
00540000003JB3K,user576,"user201|user248|user393|user424|user510|user512|user547|user576|user602|user610|user724|user738"
00540000003JK23,user577,"user132|user284|user343|user374|user47|user476|user577|user598"
00540000003JK27,user578,"user204|user22|user350|user351|user430|user444|user578|user587|user603|user619|user637|user7|user708|user72"
00540000003JK92,user579,"user346|user579|user660|user681|user70"
005330000073B1B,user580,"user116|user176|user19|user229|user308|user432|user479|user580|user633"
005330000073BK7,user581,"user10|user138|user252|user265|user274|user34|user379|user389|user581"
005330000073K31,user582,"user149|user156|user172|user254|user356|user518|user531|user548|user582|user749|user88"
005330000073K33,user583,"user159|user200|user217|user23|user268|user318|user482|user583|user711|user722"
005330000073K3B,user584,"user363|user384|user394|user395|user396|user446|user584|user62|user661|user692|user707|user737|user750|user8|user9"
