"_time","file_name","size_of_file",user
"1534803768.000","file_47993",56720,chuck
"1534803771.000","file_19518",104666,chuck
"1534803780.000","file_5899",36697,chuck
"1534803780.000","file_23442",61918,chuck
"1534803787.000","file_37592",67878,chuck
"1534803788.000","file_5485",70409,chuck
"1534803789.000","file_28722",47929,chuck
"1534803797.000","file_3076",77048,chuck
"1534803798.000","file_41274",61981,chuck
"1534803807.000","file_4867",69587,chuck
"1534803807.000","file_38630",78895,chuck
"1534803809.000","file_29187",96243,chuck
"1534803813.000","file_10770",45046,chuck
"1534803817.000","file_13070",52701,chuck
"1534803820.000","file_18982",72875,chuck
"1534803821.000","file_35068",59918,chuck
"1534803827.000","file_7013",51559,chuck
"1534803827.000","file_37403",32055,chuck
"1534803828.000","file_9472",72512,chuck
"1534803831.000","file_40013",49622,chuck
"1534803834.000","file_25457",90253,chuck
"1534803839.000","file_36158",67014,chuck
"1534803850.000","file_34457",68631,chuck
"1534803852.000","file_31687",83185,chuck
"1534803853.000","file_27225",61620,chuck
"1534803855.000","file_36017",99031,chuck
"1534803861.000","file_1355",56084,chuck
"1534803864.000","file_26442",51520,chuck
"1534803872.000","file_1692",104787,chuck
"1534803873.000","file_6257",57962,chuck
"1534803874.000","file_16595",99551,chuck
"1534803876.000","file_5855",80348,chuck
"1534803881.000","file_37583",90640,chuck
"1534803881.000","file_7759",46803,chuck
"1534803882.000","file_22264",103679,chuck
"1534803888.000","file_42260",69570,chuck
"1534803895.000","file_27976",35918,chuck
"1534803902.000","file_28436",56682,chuck
"1534803907.000","file_48523",60747,chuck
"1534803908.000","file_16772",44313,chuck
"1534803912.000","file_48417",49344,chuck
"1534803914.000","file_22273",47915,chuck
"1534803924.000","file_5214",60402,chuck
"1534803924.000","file_11440",68458,chuck
"1534803927.000","file_11086",83972,chuck
"1534803934.000","file_6392",34205,chuck
"1534803934.000","file_4798",92942,chuck
"1534803939.000","file_37454",46841,chuck
"1534803944.000","file_49008",75354,chuck
"1534803947.000","file_27710",61411,chuck
"1534803947.000","file_33095",95667,chuck
"1534803949.000","file_32590",47705,chuck
"1534803959.000","file_17124",97148,chuck
"1534803963.000","file_3872",99608,chuck
"1534803966.000","file_8183",49251,chuck
"1534803966.000","file_9940",80172,chuck
"1534803968.000","file_2118",55389,chuck
"1534803974.000","file_7372",104994,chuck
"1534803976.000","file_21046",65552,chuck
"1534803977.000","file_40577",36710,chuck
"1534803978.000","file_46787",44718,chuck
"1534803982.000","file_39296",52147,chuck
"1534803983.000","file_41317",96809,chuck
"1534803987.000","file_13151",52960,chuck
"1534803992.000","file_13404",57042,chuck
"1534803992.000","file_28735",54525,chuck
"1534803993.000","file_40419",88326,chuck
"1534803998.000","file_48147",86885,chuck
"1534804000.000","file_13019",77971,chuck
"1534804003.000","file_27189",104371,chuck
"1534804004.000","file_14764",101175,chuck
"1534804010.000","file_25547",50689,chuck
"1534804015.000","file_10561",42548,chuck
"1534804017.000","file_44902",99823,chuck
"1534804023.000","file_19792",45940,chuck
"1534804028.000","file_7399",96854,chuck
"1534804032.000","file_17684",45821,chuck
"1534804037.000","file_2263",39845,chuck
"1534804042.000","file_29916",33088,chuck
"1534804044.000","file_19577",61046,chuck
"1534804045.000","file_815",46753,chuck
"1534804054.000","file_23979",70375,chuck
"1534804059.000","file_15869",99213,chuck
"1534804059.000","file_20228",91653,chuck
"1534804061.000","file_4606",36126,chuck
"1534804076.000","file_31798",42589,chuck
"1534804077.000","file_21305",54603,chuck
"1534804082.000","file_3859",102891,chuck
"1534804092.000","file_45426",75878,chuck
"1534804094.000","file_14526",53431,chuck
"1534804099.000","file_41932",78298,chuck
"1534804102.000","file_12310",42258,chuck
"1534804110.000","file_17524",88266,chuck
"1534804110.000","file_1715",38151,chuck
"1534804112.000","file_10606",72213,chuck
"1534804114.000","file_45565",40617,chuck
"1534804118.000","file_2080",74891,chuck
"1534804118.000","file_23242",66710,chuck
"1534804123.000","file_19791",70967,chuck
"1534804128.000","file_14219",101755,chuck
"1534804131.000","file_30020",83029,chuck
"1534804131.000","file_37018",82820,chuck
"1534804138.000","file_17233",90847,chuck
"1534804140.000","file_39179",48445,chuck
"1534804140.000","file_12668",72553,chuck
"1534804142.000","file_9865",80871,chuck
"1534804147.000","file_26379",86441,chuck
"1534804147.000","file_17174",46306,chuck
"1534804149.000","file_25673",39905,chuck
"1534804149.000","file_42016",38160,chuck
"1534804155.000","file_2284",72249,chuck
"1534804156.000","file_42796",49288,chuck
"1534804171.000","file_333",71855,chuck
"1534804174.000","file_27338",81899,chuck
"1534804182.000","file_4066",101973,chuck
"1534804190.000","file_2644",80012,chuck
"1534804194.000","file_9746",80248,chuck
"1534804202.000","file_19309",56239,chuck
"1534804210.000","file_48179",72971,chuck
"1534804210.000","file_38082",89485,chuck
"1534804213.000","file_30507",79538,chuck
"1534804222.000","file_22958",68181,chuck
"1534804222.000","file_22106",88343,chuck
"1534804229.000","file_2724",39960,chuck
"1534804230.000","file_7516",99489,chuck
"1534804231.000","file_37286",41764,chuck
"1534804237.000","file_5824",48174,chuck
"1534804244.000","file_24535",80409,chuck
"1534804245.000","file_10909",75457,chuck
"1534804246.000","file_26775",35745,chuck
"1534804254.000","file_49439",97499,chuck
"1534804254.000","file_41549",32760,chuck
"1534804259.000","file_23672",36252,chuck
"1534804265.000","file_24143",37196,chuck
"1534804269.000","file_33363",93162,chuck
"1534804285.000","file_43528",44748,chuck
"1534804285.000","file_20933",73068,chuck
"1534804288.000","file_3956",57592,chuck
"1534804297.000","file_30743",40224,chuck
"1534804297.000","file_45115",40060,chuck
"1534804299.000","file_38878",101041,chuck
"1534804304.000","file_10609",100361,chuck
"1534804306.000","file_12836",95652,chuck
"1534804311.000","file_4652",66765,chuck
"1534804317.000","file_23702",65273,chuck
"1534804317.000","file_34725",44035,chuck
"1534804318.000","file_42903",45883,chuck
"1534804326.000","file_1189",89718,chuck
"1534804329.000","file_21654",74966,chuck
"1534804336.000","file_43803",97889,chuck
"1534804336.000","file_24393",75584,chuck
"1534804337.000","file_48428",49294,chuck
"1534804345.000","file_15906",81403,chuck
"1534804348.000","file_36201",48861,chuck
"1534804357.000","file_17294",67206,chuck
"1534804359.000","file_17976",100985,chuck
"1534804364.000","file_4084",99212,chuck
"1534804364.000","file_10525",95990,chuck
"1534804366.000","file_43951",74289,chuck
"1534804374.000","file_39862",84803,chuck
"1534804375.000","file_18836",44402,chuck
"1534804379.000","file_45390",52297,chuck
"1534804388.000","file_17044",48094,chuck
"1534804397.000","file_12881",93331,chuck
"1534804401.000","file_33000",43636,chuck
"1534804406.000","file_6716",76672,chuck
"1534804408.000","file_31980",67101,chuck
"1534804408.000","file_47021",64322,chuck
"1534804416.000","file_17652",49790,chuck
"1534804418.000","file_17094",100334,chuck
"1534804418.000","file_36279",89691,chuck
"1534804427.000","file_41321",70649,chuck
"1534804429.000","file_35820",53266,chuck
"1534804438.000","file_12095",85439,chuck
"1534804439.000","file_39009",89554,chuck
"1534804443.000","file_18330",72388,chuck
"1534804448.000","file_7955",45009334,chuck
"1534804448.000","file_6948",65385,chuck
"1534804450.000","file_47092",77478,chuck
"1534804452.000","file_20753",78583,chuck
"1534804455.000","file_25150",67650,chuck
"1534804457.000","file_40845",58145,chuck
"1534804457.000","file_29189",100001,chuck
"1534804465.000","file_5849",44016,chuck
"1534804475.000","file_26199",33638,chuck
"1534804483.000","file_20522",99508,chuck
"1534804483.000","file_29253",98200,chuck
"1534804491.000","file_42141",53870,chuck
"1534804491.000","file_16817",41485,chuck
"1534804494.000","file_2165",44761,chuck
"1534804497.000","file_47161",74344,chuck
"1534804501.000","file_31609",41029,chuck
"1534804501.000","file_22976",95958,chuck
"1534804507.000","file_33442",92022,chuck
"1534804512.000","file_15855",81524,chuck
"1534804512.000","file_43159",41092,chuck
"1534804524.000","file_32245",65451,chuck
"1534804531.000","file_27441",36395,chuck
"1534804540.000","file_21369",89537,chuck
"1534804545.000","file_42490",34114,chuck
"1534804547.000","file_24127",32337,chuck
"1534804548.000","file_19778",67000,chuck
"1534804550.000","file_17049",42241,chuck
"1534804555.000","file_17373",62663,chuck
"1534804558.000","file_14285",100004,chuck
"1534804567.000","file_13130",35614,chuck
"1534804568.000","file_6899",95255,chuck
"1534804576.000","file_2216",88890,chuck
"1534804577.000","file_36476",49501,chuck
"1534804579.000","file_24154",72967,chuck
"1534804585.000","file_31119",74605,chuck
"1534804588.000","file_21167",70506,chuck
"1534804597.000","file_9853",87340,chuck
"1534804606.000","file_6908",64929,chuck
"1534804608.000","file_7369",83731,chuck
"1534804614.000","file_29627",44455,chuck
"1534804622.000","file_779",45948,chuck
"1534804625.000","file_12729",52079,chuck
"1534804633.000","file_25249",90040,chuck
"1534804635.000","file_48010",50292,chuck
"1534804640.000","file_2843",63068,chuck
"1534804642.000","file_30172",102165,chuck
"1534804642.000","file_43838",61429,chuck
"1534804644.000","file_18460",90299,chuck
"1534804648.000","file_4814",70069,chuck
"1534804654.000","file_17724",53227,chuck
"1534804659.000","file_13088",80264,chuck
"1534804659.000","file_23191",40310,chuck
"1534804664.000","file_29188",61610,chuck
"1534804668.000","file_21469",57615,chuck
"1534804670.000","file_36729",59237,chuck
"1534804671.000","file_14344",42711,chuck
"1534804680.000","file_36607",66142,chuck
"1534804681.000","file_32979",36926,chuck
"1534804682.000","file_7689",61449,chuck
"1534804683.000","file_9580",59730,chuck
"1534804692.000","file_10067",51693,chuck
"1534804692.000","file_3691",61243,chuck
"1534804694.000","file_47611",30717,chuck
"1534804698.000","file_42569",94613,chuck
"1534804703.000","file_21138",81347,chuck
"1534804719.000","file_32197",59264,chuck
"1534804724.000","file_27882",101050,chuck
"1534804726.000","file_30656",67827,chuck
"1534804726.000","file_31318",65793,chuck
"1534804729.000","file_40980",88137,chuck
"1534804734.000","file_8319",97209,chuck
"1534804737.000","file_16957",56722,chuck
"1534804740.000","file_47588",83933,chuck
"1534804745.000","file_40205",83057,chuck
"1534804745.000","file_22435",33696,chuck
"1534804747.000","file_1301",103562,chuck
"1534804756.000","file_241",56605,chuck
"1534804757.000","file_22368",61746,chuck
"1534804759.000","file_38061",60397,chuck
"1534804769.000","file_18465",92607,chuck
"1534804769.000","file_21890",31082,chuck
"1534804771.000","file_19651",67062,chuck
"1534804776.000","file_35926",47264,chuck
"1534804776.000","file_22432",36795,chuck
"1534804778.000","file_10742",104865,chuck
"1534804782.000","file_45110",43742,chuck
"1534804789.000","file_44936",81376,chuck
"1534804794.000","file_43870",71603,chuck
"1534804798.000","file_29280",81741,chuck
"1534804801.000","file_16188",84815,chuck
"1534804803.000","file_35919",53195,chuck
"1534804808.000","file_32522",71351,chuck
"1534804818.000","file_32442",63004,chuck
"1534804818.000","file_7501",51276,chuck
"1534804820.000","file_39818",66419,chuck
"1534804822.000","file_43444",33378,chuck
"1534804826.000","file_37571",99406,chuck
"1534804831.000","file_19526",43147,chuck
"1534804836.000","file_8793",77015,chuck
"1534804839.000","file_15928",54160,chuck
"1534804844.000","file_12178",94920,chuck
"1534804852.000","file_49078",80366,chuck
"1534804852.000","file_36282",65144,chuck
"1534804854.000","file_22997",48078,chuck
"1534804869.000","file_1365",52635,chuck
"1534804873.000","file_9333",86032,chuck
"1534804876.000","file_42617",95090,chuck
"1534804878.000","file_17994",48675,chuck
"1534804886.000","file_43788",75434,chuck
"1534804887.000","file_3896",47894,chuck
"1534804895.000","file_40882",56297,chuck
"1534804897.000","file_45415",92230,chuck
"1534804901.000","file_6226",79258,chuck
"1534804906.000","file_36638",94812,chuck
"1534804906.000","file_27735",48797,chuck
"1534804908.000","file_9699",58373,chuck
"1534804908.000","file_25171",67074,chuck
"1534804919.000","file_34077",44836,chuck
"1534804919.000","file_20505",73891,chuck
"1534804922.000","file_1113",75823,chuck
"1534804924.000","file_3103",41229,chuck
"1534804930.000","file_22130",95830,chuck
"1534804932.000","file_39569",79471,chuck
"1534804935.000","file_13493",82555,chuck
"1534804939.000","file_1176",87061,chuck
"1534804939.000","file_15313",53127,chuck
"1534804942.000","file_1383",51783,chuck
"1534804942.000","file_38960",98734,chuck
"1534804950.000","file_39264",41893,chuck
"1534804951.000","file_38774",66991,chuck
"1534804961.000","file_32678",31655,chuck
"1534804963.000","file_29158",50845,chuck
"1534804966.000","file_13785",100159,chuck
"1534804974.000","file_45074",39861,chuck
"1534804974.000","file_46380",93082,chuck
"1534804976.000","file_19749",43966,chuck
"1534804981.000","file_29040",98219,chuck
"1534804982.000","file_46261",75310,chuck
"1534804982.000","file_22138",46299,chuck
"1534804983.000","file_45217",54994,chuck
"1534804995.000","file_31026",105106528,chuck
"1534804996.000","file_13317",41941,chuck
"1534804997.000","file_16548",31946,chuck
"1534804999.000","file_17449",64685,chuck
"1534805004.000","file_13372",64524,chuck
"1534805013.000","file_38559",94699,chuck
"1534805013.000","file_47504",95281,chuck
"1534805015.000","file_5197",77585,chuck
"1534805015.000","file_18828",64363,chuck
"1534805024.000","file_41322",93850,chuck
"1534805029.000","file_8083",42923,chuck
"1534805035.000","file_17599",103601,chuck
"1534805037.000","file_17140",43208,chuck
"1534805039.000","file_16009",87086,chuck
"1534805044.000","file_26195",62826,chuck
"1534805047.000","file_22870",63160,chuck
"1534805047.000","file_16080",34095,chuck
"1534805049.000","file_45842",103859,chuck
"1534805053.000","file_6602",59726,chuck
"1534805056.000","file_12155",55905,chuck
"1534805058.000","file_12800",55401,chuck
"1534805070.000","file_1965",102720,chuck
"1534805077.000","file_3259",47563,chuck
"1534805077.000","file_8681",30717,chuck
"1534805079.000","file_24811",63332,chuck
"1534805081.000","file_33402",62014,chuck
"1534805086.000","file_31374",43203,chuck
"1534805089.000","file_32944",99959,chuck
"1534805091.000","file_34316",80513,chuck
"1534805096.000","file_43464",90844,chuck
"1534805102.000","file_46653",39466,chuck
"1534805108.000","file_40327",48578,chuck
"1534805108.000","file_518",65210,chuck
"1534805110.000","file_11788",64509,chuck
"1534805118.000","file_37866",102009,chuck
"1534805127.000","file_24236",53424,chuck
"1534805128.000","file_44539",105366,chuck
"1534805129.000","file_48380",45270,chuck
"1534805130.000","file_42088",42024,chuck
"1534805133.000","file_49529",100698,chuck
"1534805142.000","file_22220",69661,chuck
"1534805142.000","file_6137",47446,chuck
"1534805144.000","file_35667",52273,chuck
"1534805151.000","file_32899",100951,chuck
"1534805156.000","file_7229",68943,chuck
"1534805171.000","file_31050",80378,chuck
"1534805173.000","file_39176",100905,chuck
"1534805183.000","file_30588",99404,chuck
"1534805192.000","file_7221",73089,chuck
"1534805194.000","file_48506",84765,chuck
"1534805201.000","file_4600",67229,chuck
"1534805201.000","file_4450",64075,chuck
"1534805206.000","file_38598",57434,chuck
"1534805209.000","file_46456",66320,chuck
"1534805211.000","file_9128",60293,chuck
"1534805211.000","file_49567",67249,chuck
"1534805213.000","file_31159",80135,chuck
"1534805220.000","file_39114",31693,chuck
"1534805235.000","file_1307",52514,chuck
"1534805236.000","file_41779",32898,chuck
"1534805246.000","file_26565",49747,chuck
"1534805248.000","file_32080",56841,chuck
"1534805256.000","file_22075",40319,chuck
"1534805258.000","file_43207",72573,chuck
"1534805266.000","file_24205",56633,chuck
"1534805266.000","file_7617",91336,chuck
"1534805268.000","file_48709",42398,chuck
"1534805276.000","file_3267",41431,chuck
"1534805286.000","file_12897",91946,chuck
"1534805288.000","file_27086",87485,chuck
"1534805294.000","file_39204",52284,chuck
"1534805302.000","file_3149",105466,chuck
"1534805304.000","file_3452",32610,chuck
"1534805308.000","file_37948",57109,chuck
"1534805308.000","file_32114",69643,chuck
"1534805311.000","file_28611",37111,chuck
"1534805311.000","file_30595",74530,chuck
"1534805318.000","file_20341",102648,chuck
"1534805320.000","file_33151",103642,chuck
"1534805328.000","file_40946",64737,chuck
"1534805338.000","file_15118",72388,chuck
"1534805348.000","file_35754",50637,chuck
"1534805349.000","file_26397",70226,chuck
"1534805350.000","file_16066",84957,chuck
"1534805352.000","file_42211",57864,chuck
"1534805357.000","file_49790",98400,chuck
"1534805359.000","file_29369",75860,chuck
"1534805369.000","file_1666",81493,chuck
"1534805373.000","file_45274",96359,chuck
"1534805378.000","file_6477",92013,chuck
"1534805407.000","file_39319",37177,chuck
"1534805435.000","file_23308",37619,chuck
"1534805444.000","file_41059",103465,chuck
"1534805445.000","file_25759",81408,chuck
"1534805448.000","file_32808",65053,chuck
"1534805452.000","file_8585",104178,chuck
"1534805454.000","file_6753",51821,chuck
"1534805455.000","file_41736",101683,chuck
"1534805464.000","file_39469",102623,chuck
"1534805467.000","file_4938",105039,chuck
"1534805467.000","file_45875",75591,chuck
"1534805485.000","file_41523",35349,chuck
"1534805494.000","file_35240",91970,chuck
"1534805494.000","file_23205",61407,chuck
"1534805496.000","file_16652",101326,chuck
"1534805503.000","file_22945",64751,chuck
"1534805503.000","file_45895",33469,chuck
"1534805505.000","file_26677",44729,chuck
"1534805515.000","file_25080",103238,chuck
"1534805516.000","file_26788",104784,chuck
"1534805520.000","file_33111",76693,chuck
"1534805598.000","file_3205",71030,chuck
"1534805602.000","file_37493",89279,chuck
"1534805609.000","file_3832",52457,chuck
"1534805612.000","file_34272",69051,chuck
"1534805628.000","file_26987",80263,chuck
"1534805630.000","file_30628",80644,chuck
"1534805630.000","file_44515",97679,chuck
"1534805643.000","file_21295",42440,chuck
"1534805648.000","file_30423",57190,chuck
"1534805665.000","file_40615",94568,chuck
"1534805673.000","file_13268",100024,chuck
"1534805678.000","file_26385",68138,chuck
"1534805680.000","file_35818",93480,chuck
"1534805684.000","file_11608",49575,chuck
"1534805684.000","file_30237",89076,chuck
"1534805687.000","file_40941",105148,chuck
"1534805690.000","file_6421",64996,chuck
"1534805694.000","file_22953",31779,chuck
"1534805694.000","file_31441",89530,chuck
"1534805697.000","file_11241",78054,chuck
"1534805700.000","file_48041",103861,chuck
"1534805705.000","file_29325",86578,chuck
"1534805707.000","file_46481",95613,chuck
"1534805711.000","file_34260",34745,chuck
"1534805714.000","file_8768",92074,chuck
"1534805715.000","file_14453",89481,chuck
"1534805728.000","file_27105",63999,chuck
"1534805730.000","file_34861",58253,chuck
"1534805730.000","file_43076",91498,chuck
"1534805732.000","file_37395",32728,chuck
"1534805738.000","file_45250",59855,chuck
"1534805749.000","file_49726",68565,chuck
"1534805751.000","file_2314",55484,chuck
"1534805751.000","file_45755",79144,chuck
"1534805758.000","file_33291",35481,chuck
"1534805763.000","file_27989",42714,chuck
"1534805768.000","file_48856",39371,chuck
"1534805771.000","file_14581",57644,chuck
"1534805773.000","file_12188",76589,chuck
"1534805788.000","file_34424",64404,chuck
"1534805791.000","file_18461",49619,chuck
"1534805810.000","file_40981",84363,chuck
"1534805810.000","file_38083",89197,chuck
"1534805812.000","file_15168",87350,chuck
"1534805812.000","file_48374",66183,chuck
"1534805814.000","file_7801",46704,chuck
"1534805819.000","file_45723",87175,chuck
"1534805821.000","file_42455",96347,chuck
"1534805821.000","file_40258",50811,chuck
"1534805824.000","file_1303",59831,chuck
"1534805848.000","file_29524",76640,chuck
"1534805848.000","file_46233",97864,chuck
"1534805850.000","file_11047",41958,chuck
"1534805853.000","file_7328",96604,chuck
"1534805868.000","file_17999",98863,chuck
"1534805871.000","file_29660",71116,chuck
"1534805881.000","file_9621",41431,chuck
"1534805891.000","file_1320",37160,chuck
"1534805892.000","file_11097",100322,chuck
"1534805892.000","file_8511",46128,chuck
"1534805894.000","file_25159",50120,chuck
"1534805902.000","file_22383",41147,chuck
"1534805904.000","file_35215",84408,chuck
"1534805914.000","file_48216",44640,chuck
"1534805922.000","file_11736",96012,chuck
"1534805922.000","file_38058",81313,chuck
"1534805924.000","file_41542",87333,chuck
"1534805933.000","file_32634",48109,chuck
"1534805934.000","file_6369",40792,chuck
"1534805937.000","file_48201",55683,chuck
"1534805945.000","file_4918",37008,chuck
"1534805950.000","file_10290",64302,chuck
"1534805952.000","file_5832",82242,chuck
"1534805952.000","file_35794",51748,chuck
"1534805954.000","file_42609",42890,chuck
"1534805959.000","file_17534",83728,chuck
"1534805966.000","file_31742",57168,chuck
"1534805966.000","file_6506",62967,chuck
"1534805968.000","file_36991",42288,chuck
"1534805985.000","file_38546",76797,chuck
"1534805987.000","file_15941",34341,chuck
"1534805992.000","file_47955",90380,chuck
"1534805995.000","file_10642",68970,chuck
"1534805997.000","file_26699",74876,chuck
"1534806003.000","file_10589",98457,chuck
"1534806006.000","file_27070",70695,chuck
"1534806006.000","file_43620",76141,chuck
"1534806014.000","file_14309",68743,chuck
"1534806017.000","file_5548",50845,chuck
"1534806024.000","file_32293",49071,chuck
"1534806026.000","file_42319",93122,chuck
"1534806029.000","file_1739",52385,chuck
"1534806034.000","file_21826",31944,chuck
"1534806037.000","file_28695",38819,chuck
"1534806042.000","file_24326",66673,chuck
"1534806050.000","file_46975",44413,chuck
"1534806057.000","file_49730",100108,chuck
"1534806059.000","file_11455",56282,chuck
"1534806059.000","file_23196",37218,chuck
"1534806061.000","file_31247",58061,chuck
"1534806066.000","file_16163",89216,chuck
"1534806068.000","file_27208",103502,chuck
"1534806069.000","file_38982",33659,chuck
"1534806072.000","file_5558",42819,chuck
"1534806077.000","file_34165",61040,chuck
"1534806081.000","file_30252",89192,chuck
"1534806099.000","file_34258",38101,chuck
"1534806100.000","file_23303",37903,chuck
"1534806104.000","file_4437",60010,chuck
"1534806107.000","file_19971",93741,chuck
"1534806109.000","file_15063",67603,chuck
"1534806120.000","file_13626",31281,chuck
"1534806122.000","file_32847",52736,chuck
"1534806125.000","file_17913",67140,chuck
"1534806130.000","file_32995",97360,chuck
"1534806132.000","file_16568",104220,chuck
"1534806132.000","file_35170",36818,chuck
"1534806139.000","file_40610",97490,chuck
"1534806141.000","file_21102",82636,chuck
"1534806141.000","file_3897",76995,chuck
"1534806143.000","file_20599",48269,chuck
"1534806148.000","file_2957",100432,chuck
"1534806152.000","file_31881",74888,chuck
"1534806157.000","file_35899",89336,chuck
"1534806160.000","file_23843",100461,chuck
"1534806162.000","file_7159",70667,chuck
"1534806167.000","file_11567",79847,chuck
"1534806167.000","file_42338",65109,chuck
"1534806169.000","file_43808",89937,chuck
"1534806178.000","file_2916",86259,chuck
"1534806180.000","file_28268",90175,chuck
"1534806187.000","file_45190",47996,chuck
"1534806187.000","file_35368",96062,chuck
"1534806192.000","file_21829",55900,chuck
"1534806197.000","file_6337",58368,chuck
"1534806197.000","file_34597",51877,chuck
"1534806202.000","file_14213",82555,chuck
"1534806206.000","file_31675",76370,chuck
"1534806206.000","file_2572",78358,chuck
"1534806208.000","file_3178",63238,chuck
"1534806211.000","file_45453",43554,chuck
"1534806216.000","file_48146",37609,chuck
"1534806844.000","file_9749",105435,chuck
"1534808161.000","file_34040",63046,bob
"1534808552.000","file_2706",36974,chuck
"1534808552.000","file_24997",101152,chuck
"1534808553.000","file_34555",71487,chuck
"1534808559.000","file_35989",62598,chuck
"1534808571.000","file_8304",78700,chuck
"1534808571.000","file_35391",59767,chuck
"1534808573.000","file_4675",70987,chuck
"1534808574.000","file_11108",37269,chuck
"1534808575.000","file_48103",31497,chuck
"1534808575.000","file_6694",82800,chuck
"1534808577.000","file_20683",90772,chuck
"1534808580.000","file_30635",90084,chuck
"1534808591.000","file_37737",102908,chuck
"1534808592.000","file_40174",40425,chuck
"1534808603.000","file_36194",64751,chuck
"1534808619.000","file_34145",103954,chuck
"1534808622.000","file_16084",33268,chuck
"1534808623.000","file_21857",90170,chuck
"1534808638.000","file_12665",95961,chuck
"1534808643.000","file_28371",80465,chuck
"1534808652.000","file_12964",84377,chuck
"1534808654.000","file_12595",89568,chuck
"1534808654.000","file_18550",85605,chuck
"1534808664.000","file_48966",92790,chuck
"1534808664.000","file_37110",74657,chuck
"1534808669.000","file_6927",99876,chuck
"1534808673.000","file_38191",33303,chuck
"1534808673.000","file_3517",88218,chuck
"1534808675.000","file_30306",99205662,chuck
"1534808675.000","file_1342",88545,chuck
"1534808677.000","file_3581",98839,chuck
"1534808682.000","file_5405",83637,chuck
"1534808684.000","file_7861",76857,chuck
"1534808685.000","file_35457",32858,chuck
"1534808690.000","file_26644",64317,chuck
"1534808705.000","file_3356",102500,chuck
"1534808710.000","file_40217",46250,chuck
"1534808713.000","file_47849",69312,chuck
"1534808714.000","file_42548",63133,chuck
"1534808719.000","file_12643",34699,chuck
"1534808722.000","file_41614",47920,chuck
"1534808723.000","file_5525",45346,chuck
"1534808727.000","file_19843",79842,chuck
"1534808728.000","file_17880",69911,chuck
"1534808729.000","file_41905",35384,chuck
"1534808730.000","file_43327",62651,chuck
"1534808731.000","file_5816",102931,chuck
"1534808736.000","file_8001",57019,chuck
"1534808738.000","file_14472",35126,chuck
"1534808743.000","file_30056",83696,chuck
"1534808747.000","file_40697",68806,chuck
"1534808747.000","file_8342",51434,chuck
"1534808749.000","file_1272",56806,chuck
"1534808750.000","file_49238",57864,chuck
"1534808752.000","file_2800",54885,chuck
"1534808756.000","file_37655",97145,chuck
"1534808759.000","file_12717",42805,chuck
"1534808762.000","file_46234",48798,chuck
"1534808766.000","file_34983",94332,chuck
"1534808766.000","file_43503",69587,chuck
"1534808768.000","file_25193",95496,chuck
"1534808772.000","file_28828",87436,chuck
"1534808777.000","file_36819",51505,chuck
"1534808779.000","file_5446",31726,chuck
"1534808783.000","file_16274",41521,chuck
"1534808787.000","file_30777",90052,chuck
"1534808790.000","file_26831",31057,chuck
"1534808805.000","file_14276",89012,chuck
"1534808809.000","file_32012",49481,chuck
"1534808809.000","file_31797",93679,chuck
"1534808818.000","file_24425",64360,chuck
"1534808819.000","file_49101",98564,chuck
"1534808825.000","file_971",43080,chuck
"1534808830.000","file_46120",86803,chuck
"1534808832.000","file_2119",91378,chuck
"1534808834.000","file_26915",50071,chuck
"1534808839.000","file_47222",62195,chuck
"1534808841.000","file_11339",47100,chuck
"1534808843.000","file_38139",54425,chuck
"1534808850.000","file_45072",83018,chuck
"1534808852.000","file_32135",51684,chuck
"1534808860.000","file_44160",94641,chuck
"1534808861.000","file_41267",83428,chuck
"1534808866.000","file_26679",92030,chuck
"1534808866.000","file_34391",65015,chuck
"1534808875.000","file_29529",94353,chuck
"1534808877.000","file_8231",92357,chuck
"1534808880.000","file_46477",31391,chuck
"1534808885.000","file_28225",92228,chuck
"1534808888.000","file_15459",62754,chuck
"1534808889.000","file_31463",77533,chuck
"1534808898.000","file_13439",90820,chuck
"1534808898.000","file_31001",85108,chuck
"1534808900.000","file_48647",32744,chuck
"1534808907.000","file_29879",50085,chuck
"1534808911.000","file_12973",67299,chuck
"1534808919.000","file_23965",101464,chuck
"1534808921.000","file_35140",93190,chuck
"1534808931.000","file_12378",86940,chuck
"1534808939.000","file_23543",85685,chuck
"1534808942.000","file_46951",56640,chuck
"1534808949.000","file_35864",57900,chuck
"1534808949.000","file_48670",89142,chuck
"1534808951.000","file_8790",93663,chuck
"1534808959.000","file_4850",63873,chuck
"1534808959.000","file_35980",82336,chuck
"1534808967.000","file_9486",91328,chuck
"1534808968.000","file_24850",56773,chuck
"1534808972.000","file_31094",100461,chuck
"1534808976.000","file_29488",30950,chuck
"1534808979.000","file_43148",33164,chuck
"1534808994.000","file_5900",97789,chuck
"1534808999.000","file_42978",43882,chuck
"1534808999.000","file_7869",52731,chuck
"1534809004.000","file_36399",50047,chuck
"1534809009.000","file_35679",48790,chuck
"1534809012.000","file_5159",50036,chuck
"1534809014.000","file_18070",50795,chuck
"1534809019.000","file_2922",92243,chuck
"1534809019.000","file_42641",100290,chuck
"1534809021.000","file_18939",45874,chuck
"1534809029.000","file_12406",37963,chuck
"1534809033.000","file_23609",41110,chuck
"1534809039.000","file_41831",97192,chuck
"1534809041.000","file_15547",39571,chuck
"1534809044.000","file_29263",39620,chuck
"1534809049.000","file_6640",33232,chuck
"1534809049.000","file_19909",45560,chuck
