"_time",host,Image,ProcessId,ParentImage,ParentProcessId,sha1
"2016-08-24T16:49:03.000+0000",we8105desk,"C:\Windows\SysWOW64\QqJXZrBKCk72XzRgZs\AdapterTroubleshooter.exe",3904,"C:\Windows\SysWOW64\explorer.exe",3872,B7202CF005748D0815A2F8B0BD1B2E681CB6C5E2
"2016-08-24T16:49:03.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",1280,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T16:49:03.000+0000",we8105desk,"C:\Windows\System32\consent.exe",3968,"C:\Windows\System32\svchost.exe",928,6E4E720DFC424A12383F0B8194E4477E3BC346DC
"2016-08-24T16:49:03.000+0000",we8105desk,"C:\Windows\SysWOW64\QqJXZrBKCk72XzRgZs\AdapterTroubleshooter.exe",1684,"C:\Windows\SysWOW64\explorer.exe",3872,B7202CF005748D0815A2F8B0BD1B2E681CB6C5E2
"2016-08-24T16:49:03.000+0000",we8105desk,"C:\Windows\System32\consent.exe",3216,"C:\Windows\System32\svchost.exe",928,6E4E720DFC424A12383F0B8194E4477E3BC346DC
"2016-08-24T16:49:03.000+0000",we8105desk,"C:\Windows\System32\consent.exe",3448,"C:\Windows\System32\svchost.exe",928,6E4E720DFC424A12383F0B8194E4477E3BC346DC
"2016-08-24T16:49:03.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",3852,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T16:49:03.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",3912,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T16:49:02.000+0000",we8105desk,"C:\Windows\System32\consent.exe",3200,"C:\Windows\System32\svchost.exe",928,6E4E720DFC424A12383F0B8194E4477E3BC346DC
"2016-08-24T16:48:41.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",872,"C:\Windows\System32\csrss.exe",544,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:48:21.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",2860,"C:\Windows\System32\csrss.exe",544,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:48:21.000+0000",we8105desk,"C:\Windows\SysWOW64\cmd.exe",1476,"C:\Windows\SysWOW64\wscript.exe",3968,EE8CBF12D87C4D388F09B4F69BED2E91682920B5
"2016-08-24T16:45:17.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",3228,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T16:45:15.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",2508,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T16:44:21.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",3448,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T16:44:08.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",3784,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T16:44:07.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",3208,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T16:43:54.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",1368,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T16:43:54.000+0000",we8105desk,"C:\Windows\explorer.exe",3372,"C:\Windows\explorer.exe",3496,4583DAF9442880204730FB2C8A060430640494B1
"2016-08-24T16:43:21.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",1936,"C:\Windows\System32\csrss.exe",544,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:43:17.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",2352,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T16:43:17.000+0000",we8105desk,"C:\Windows\System32\wbem\WMIADAP.exe",2408,"C:\Windows\System32\svchost.exe",928,B3D339964BFEA63EC9E85EC73B246C4CC1D25F9A
"2016-08-24T16:43:16.000+0000",we8105desk,"C:\Program Files\Common Files\Microsoft Shared\OfficeSoftwareProtectionPlatform\OSPPSVC.EXE",1212,"C:\Windows\System32\services.exe",592,945D94FEF51E0DB76C2FD95EE22ED2767BE0FE0B
"2016-08-24T16:43:12.000+0000",we8105desk,"C:\Program Files (x86)\Microsoft Office\Office14\WINWORD.EXE",3756,"C:\Windows\explorer.exe",3496,6E35AE1D5B6F192109D7A752ACD939F5CA2B97A6
"2016-08-24T16:43:12.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",3372,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T16:43:03.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",1936,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T16:43:03.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",3680,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T16:43:02.000+0000",we8105desk,"C:\Windows\explorer.exe",3508,"C:\Windows\explorer.exe",3496,4583DAF9442880204730FB2C8A060430640494B1
"2016-08-24T16:42:16.000+0000",we8105desk,"C:\Windows\System32\audiodg.exe",1108,"C:\Windows\System32\svchost.exe",860,F033FD30AACD0183BFC30861891A92B56AC2468B
"2016-08-24T16:36:59.000+0000",we9041srv,"C:\Windows\System32\dwm.exe",2408,"C:\Windows\System32\winlogon.exe",1988,2A9F711A601DB66788695BF6C8EFCF9C47632F84
"2016-08-24T16:36:59.000+0000",we9041srv,"C:\Windows\System32\LogonUI.exe",3692,"C:\Windows\System32\winlogon.exe",1988,00E95FD493D6169DB28A4DC736173EFC135F8391
"2016-08-24T16:36:58.000+0000",we9041srv,"C:\Windows\System32\winlogon.exe",1988,"C:\Windows\System32\smss.exe",3076,2E2F86C0FBB19E7DB1B7C6CD9F45934A567134E9
"2016-08-24T16:36:58.000+0000",we9041srv,"C:\Windows\System32\csrss.exe",1824,"C:\Windows\System32\smss.exe",3076,C79E4586989EBB8E8F8084B5EB49AFBFD243A625
"2016-08-24T16:36:58.000+0000",we9041srv,"C:\Windows\System32\smss.exe",3076,"C:\Windows\System32\smss.exe",196,D6F56CBF9D3EF411760AD68F9FCE9B5EB52D55C0
"2016-08-24T16:36:44.000+0000",we8105desk,"C:\Windows\System32\choice.exe",1140,"C:\Windows\System32\cmd.exe",1208,0EDCC10670D29E5CA59702FACEF13D8F3376AFC5
"2016-08-24T16:36:44.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",2676,"C:\Windows\System32\csrss.exe",440,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:36:44.000+0000",we8105desk,"C:\Windows\System32\cmd.exe",1208,"C:\Windows\tenable_mw_scan_142a90001fb65e0beb1751cc8c63edd0.exe",2028,0F3C4FF28F354AEDE202D54E9D1C5529A3BF87D8
"2016-08-24T16:36:26.000+0000",we1149srv,"C:\Windows\System32\dwm.exe",1092,"C:\Windows\System32\winlogon.exe",3904,2A9F711A601DB66788695BF6C8EFCF9C47632F84
"2016-08-24T16:36:25.000+0000",we1149srv,"C:\Windows\System32\LogonUI.exe",3736,"C:\Windows\System32\winlogon.exe",3904,00E95FD493D6169DB28A4DC736173EFC135F8391
"2016-08-24T16:36:24.000+0000",we1149srv,"C:\Windows\System32\winlogon.exe",3904,"C:\Windows\System32\smss.exe",2600,2E2F86C0FBB19E7DB1B7C6CD9F45934A567134E9
"2016-08-24T16:36:24.000+0000",we1149srv,"C:\Windows\System32\csrss.exe",4072,"C:\Windows\System32\smss.exe",2600,C79E4586989EBB8E8F8084B5EB49AFBFD243A625
"2016-08-24T16:36:24.000+0000",we1149srv,"C:\Windows\System32\smss.exe",2600,"C:\Windows\System32\smss.exe",200,D6F56CBF9D3EF411760AD68F9FCE9B5EB52D55C0
"2016-08-24T16:36:14.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",3132,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T16:36:14.000+0000",we8105desk,"C:\Windows\tenable_mw_scan_142a90001fb65e0beb1751cc8c63edd0.exe",2028,"C:\Windows\System32\services.exe",592,9279E68EF65F409E8A4DBEF4586FB5D10B2E4943
"2016-08-24T16:36:14.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",2208,"C:\Windows\System32\csrss.exe",440,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:36:14.000+0000",we8105desk,"C:\Windows\System32\sc.exe",2508,"C:\Windows\System32\wbem\WmiPrvSE.exe",1516,DB1F81F5E209FED6DF3255F6C820555CF17A839C
"2016-08-24T16:36:02.000+0000",we9041srv,"C:\Windows\System32\choice.exe",1908,"C:\Windows\System32\cmd.exe",3888,B78EF6A7739820A9BA2A5905405EB15AB4624C35
"2016-08-24T16:36:02.000+0000",we9041srv,"C:\Windows\System32\conhost.exe",3384,"C:\Windows\System32\cmd.exe",3888,2C6B753628A3AA138AE52357F76AA4D5617D890E
"2016-08-24T16:36:02.000+0000",we9041srv,"C:\Windows\System32\cmd.exe",3888,"C:\Windows\tenable_mw_scan_142a90001fb65e0beb1751cc8c63edd0.exe",816,0C2E3CF2D2F09792960A73DC772A086E99A96764
"2016-08-24T16:35:36.000+0000",we8105desk,"C:\Windows\System32\schtasks.exe",3848,"C:\Windows\System32\cmd.exe",2308,BD9DCEFFBCBBC82BEE5F2109BD73A57477FE1F92
"2016-08-24T16:35:36.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",2700,"C:\Windows\System32\csrss.exe",440,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:35:36.000+0000",we8105desk,"C:\Windows\System32\cmd.exe",2308,"C:\Windows\System32\wbem\WmiPrvSE.exe",1516,0F3C4FF28F354AEDE202D54E9D1C5529A3BF87D8
"2016-08-24T16:35:32.000+0000",we9041srv,"C:\Windows\tenable_mw_scan_142a90001fb65e0beb1751cc8c63edd0.exe",816,"C:\Windows\System32\services.exe",444,9279E68EF65F409E8A4DBEF4586FB5D10B2E4943
"2016-08-24T16:35:32.000+0000",we9041srv,"C:\Windows\System32\conhost.exe",3572,"C:\Windows\System32\sc.exe",2960,2C6B753628A3AA138AE52357F76AA4D5617D890E
"2016-08-24T16:35:32.000+0000",we9041srv,"C:\Windows\System32\sc.exe",2960,"C:\Windows\System32\wbem\WmiPrvSE.exe",3424,DBBA63CB28FC7F4E145E1DB05BBA9D7503FCA139
"2016-08-24T16:35:17.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",1208,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T16:35:15.000+0000",we1149srv,"C:\Windows\System32\wsmprovhost.exe",3536,"C:\Windows\System32\svchost.exe",512,c01fc20c66fb5b49d4c30bcfdd9507f5a294bc8d
"2016-08-24T16:35:08.000+0000",we9041srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",3660,"C:\Windows\System32\svchost.exe",592,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T16:34:56.000+0000",we8105desk,"C:\Windows\System32\netsh.exe",1528,"C:\Windows\System32\cmd.exe",996,BE48070856D4A1097B0DE1228711593728BB6EE1
"2016-08-24T16:34:56.000+0000",we8105desk,"C:\Windows\System32\cmd.exe",996,"C:\Windows\System32\cmd.exe",1856,0F3C4FF28F354AEDE202D54E9D1C5529A3BF87D8
"2016-08-24T16:34:55.000+0000",we8105desk,"C:\Windows\System32\netsh.exe",4080,"C:\Windows\System32\cmd.exe",1856,BE48070856D4A1097B0DE1228711593728BB6EE1
"2016-08-24T16:34:55.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",3848,"C:\Windows\System32\csrss.exe",440,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:34:55.000+0000",we8105desk,"C:\Windows\System32\cmd.exe",1856,"C:\Windows\System32\wbem\WmiPrvSE.exe",1516,0F3C4FF28F354AEDE202D54E9D1C5529A3BF87D8
"2016-08-24T16:34:50.000+0000",we9041srv,"C:\Windows\System32\schtasks.exe",1664,"C:\Windows\System32\cmd.exe",2024,F3C20BCDB094B7394DCAEEEA4EAB16F1EE3D7B00
"2016-08-24T16:34:50.000+0000",we9041srv,"C:\Windows\System32\conhost.exe",2436,"C:\Windows\System32\cmd.exe",2024,2C6B753628A3AA138AE52357F76AA4D5617D890E
"2016-08-24T16:34:50.000+0000",we9041srv,"C:\Windows\System32\cmd.exe",2024,"C:\Windows\System32\wbem\WmiPrvSE.exe",3424,0C2E3CF2D2F09792960A73DC772A086E99A96764
"2016-08-24T16:34:21.000+0000",we8105desk,"C:\Windows\System32\tasklist.exe",2020,"C:\Windows\System32\cmd.exe",3384,B29B8E863F2D22AD8EBE6CBA854C905314C3C944
"2016-08-24T16:34:21.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",2028,"C:\Windows\System32\csrss.exe",440,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:34:21.000+0000",we8105desk,"C:\Windows\System32\cmd.exe",3384,"C:\Windows\System32\wbem\WmiPrvSE.exe",1516,0F3C4FF28F354AEDE202D54E9D1C5529A3BF87D8
"2016-08-24T16:34:19.000+0000",we9041srv,"C:\Windows\System32\svchost.exe",4052,"C:\Windows\System32\services.exe",444,4EEA9BDFE0EB41759D96EC9BD224C4519314A8FA
"2016-08-24T16:34:14.000+0000",we9041srv,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe",3800,"C:\Windows\System32\cmd.exe",3016,9FA7C81107858AA5E15660BA0640D80C68E8E9CB
"2016-08-24T16:34:14.000+0000",we9041srv,"C:\Windows\System32\conhost.exe",3648,"C:\Windows\System32\cmd.exe",3016,2C6B753628A3AA138AE52357F76AA4D5617D890E
"2016-08-24T16:34:14.000+0000",we9041srv,"C:\Windows\System32\cmd.exe",3016,"C:\Windows\System32\wbem\WmiPrvSE.exe",3424,0C2E3CF2D2F09792960A73DC772A086E99A96764
"2016-08-24T16:34:11.000+0000",we9041srv,"C:\Windows\System32\netsh.exe",1824,"C:\Windows\System32\cmd.exe",2696,092E4FAC4F217FE84E793DE453351EF7274705DC
"2016-08-24T16:34:11.000+0000",we9041srv,"C:\Windows\System32\cmd.exe",2696,"C:\Windows\System32\cmd.exe",3836,0C2E3CF2D2F09792960A73DC772A086E99A96764
"2016-08-24T16:34:11.000+0000",we9041srv,"C:\Windows\System32\netsh.exe",2468,"C:\Windows\System32\cmd.exe",3836,092E4FAC4F217FE84E793DE453351EF7274705DC
"2016-08-24T16:34:11.000+0000",we9041srv,"C:\Windows\System32\conhost.exe",2552,"C:\Windows\System32\cmd.exe",3836,2C6B753628A3AA138AE52357F76AA4D5617D890E
"2016-08-24T16:34:11.000+0000",we9041srv,"C:\Windows\System32\cmd.exe",3836,"C:\Windows\System32\wbem\WmiPrvSE.exe",3424,0C2E3CF2D2F09792960A73DC772A086E99A96764
"2016-08-24T16:34:06.000+0000",we8105desk,"C:\Windows\System32\wbem\WmiPrvSE.exe",3772,"C:\Windows\System32\svchost.exe",708,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"2016-08-24T16:34:06.000+0000",we8105desk,"C:\Windows\System32\svchost.exe",3780,"C:\Windows\System32\services.exe",592,619652B42AFE5FB0E3719D7AEDA7A5494AB193E8
"2016-08-24T16:34:05.000+0000",we8105desk,"C:\Windows\System32\netsh.exe",1388,"C:\Windows\System32\cmd.exe",1052,BE48070856D4A1097B0DE1228711593728BB6EE1
"2016-08-24T16:34:05.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",1760,"C:\Windows\System32\csrss.exe",440,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:34:05.000+0000",we8105desk,"C:\Windows\System32\cmd.exe",1052,"C:\Windows\System32\wbem\WmiPrvSE.exe",1516,0F3C4FF28F354AEDE202D54E9D1C5529A3BF87D8
"2016-08-24T16:34:04.000+0000",we8105desk,"C:\Windows\servicing\TrustedInstaller.exe",3572,"C:\Windows\System32\services.exe",592,9BC06A0461B5AB060CA8C15292AB73F83F473FC7
"2016-08-24T16:33:53.000+0000",we8105desk,"C:\Windows\System32\NETSTAT.EXE",4008,"C:\Windows\System32\cmd.exe",656,AC4A74D027962554608CE9A90BB8204788ABCD3C
"2016-08-24T16:33:53.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",2676,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T16:33:53.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",748,"C:\Windows\System32\csrss.exe",440,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:33:53.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",3184,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T16:33:53.000+0000",we8105desk,"C:\Windows\System32\cmd.exe",656,"C:\Windows\System32\wbem\WmiPrvSE.exe",1516,0F3C4FF28F354AEDE202D54E9D1C5529A3BF87D8
"2016-08-24T16:33:52.000+0000",we8105desk,"C:\Windows\System32\wbem\WmiPrvSE.exe",1516,"C:\Windows\System32\svchost.exe",708,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"2016-08-24T16:33:46.000+0000",we1149srv,"C:\Windows\System32\inetsrv\w3wp.exe",2416,"C:\Windows\System32\svchost.exe",1476,8502B1E8149C813392D9B96913807D8613A58164
"2016-08-24T16:33:44.000+0000",we9041srv,"C:\Windows\System32\tasklist.exe",2476,"C:\Windows\System32\cmd.exe",3720,12512117A3C2878EA72F8AEB7AA6BB0CB3736D5F
"2016-08-24T16:33:44.000+0000",we9041srv,"C:\Windows\System32\conhost.exe",2036,"C:\Windows\System32\cmd.exe",3720,2C6B753628A3AA138AE52357F76AA4D5617D890E
"2016-08-24T16:33:44.000+0000",we9041srv,"C:\Windows\System32\cmd.exe",3720,"C:\Windows\System32\wbem\WmiPrvSE.exe",3424,0C2E3CF2D2F09792960A73DC772A086E99A96764
"2016-08-24T16:33:32.000+0000",we9041srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",1752,"C:\Windows\System32\svchost.exe",592,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T16:33:30.000+0000",we9041srv,"C:\Windows\System32\netsh.exe",1288,"C:\Windows\System32\cmd.exe",1872,092E4FAC4F217FE84E793DE453351EF7274705DC
"2016-08-24T16:33:30.000+0000",we9041srv,"C:\Windows\System32\conhost.exe",3740,"C:\Windows\System32\cmd.exe",1872,2C6B753628A3AA138AE52357F76AA4D5617D890E
"2016-08-24T16:33:30.000+0000",we9041srv,"C:\Windows\System32\cmd.exe",1872,"C:\Windows\System32\wbem\WmiPrvSE.exe",3424,0C2E3CF2D2F09792960A73DC772A086E99A96764
"2016-08-24T16:33:30.000+0000",we9041srv,"C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.3.9600.16384_none_fa1dc1539b4180d8\TiWorker.exe",1988,"C:\Windows\System32\svchost.exe",592,32F7E75039199A36B4FDDD72D7871A47E8518F14
"2016-08-24T16:33:30.000+0000",we9041srv,"C:\Windows\servicing\TrustedInstaller.exe",3168,"C:\Windows\System32\services.exe",444,0DE5DF021187D42B65053DAA7F4550F22C2DBCBF
"2016-08-24T16:33:24.000+0000",we9041srv,"C:\Windows\System32\sppsvc.exe",3384,"C:\Windows\System32\services.exe",444,A6067788861F7395BF600115C02E564D58148903
"2016-08-24T16:33:22.000+0000",we9041srv,"C:\Windows\System32\NETSTAT.EXE",3800,"C:\Windows\System32\cmd.exe",2800,96C61734CA5E903AE7F1A79C94C5830336B9DEBF
"2016-08-24T16:33:22.000+0000",we9041srv,"C:\Windows\System32\conhost.exe",816,"C:\Windows\System32\cmd.exe",2800,2C6B753628A3AA138AE52357F76AA4D5617D890E
"2016-08-24T16:33:22.000+0000",we9041srv,"C:\Windows\System32\cmd.exe",2800,"C:\Windows\System32\wbem\WmiPrvSE.exe",3424,0C2E3CF2D2F09792960A73DC772A086E99A96764
"2016-08-24T16:33:21.000+0000",we9041srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",3424,"C:\Windows\System32\svchost.exe",592,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T16:26:02.000+0000",we9041srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",896,"C:\Windows\System32\svchost.exe",592,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T16:26:02.000+0000",we9041srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",1664,"C:\Windows\System32\svchost.exe",592,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T16:25:17.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",2188,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T16:25:15.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",3644,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T16:21:04.000+0000",we8105desk,"C:\Windows\System32\wbem\WmiPrvSE.exe",1744,"C:\Windows\System32\svchost.exe",708,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"2016-08-24T16:20:25.000+0000",we8105desk,"C:\Windows\System32\rundll32.exe",3460,"C:\Windows\System32\svchost.exe",708,963B55ACC8C566876364716D5AAFA353995812A8
"2016-08-24T16:19:43.000+0000",we8105desk,"C:\Windows\System32\wermgr.exe",3936,"C:\Windows\System32\services.exe",592,453263D230C6317EB4A2EB3ACEEEC1BBCF5E153D
"2016-08-24T16:18:10.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",1280,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T16:18:10.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",3876,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T16:15:15.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",984,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T16:14:24.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",2700,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T16:12:40.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",3668,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T16:12:24.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",1296,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T16:10:24.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",3676,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T16:10:24.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",1940,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T16:10:00.000+0000",we8105desk,"C:\Windows\System32\wbem\WMIADAP.exe",3840,"C:\Windows\System32\svchost.exe",928,B3D339964BFEA63EC9E85EC73B246C4CC1D25F9A
"2016-08-24T16:09:04.000+0000",we8105desk,"C:\Windows\System32\wbem\WmiPrvSE.exe",228,"C:\Windows\System32\svchost.exe",708,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"2016-08-24T16:08:57.000+0000",we8105desk,"C:\Windows\System32\taskhost.exe",984,"C:\Windows\System32\services.exe",592,61478D71931FB3E304BC341236AB0DB1D6C26E09
"2016-08-24T16:08:57.000+0000",we8105desk,"C:\Windows\System32\sdclt.exe",2684,"C:\Windows\System32\services.exe",592,4B3CBFFF5E57FA0CB058E93E445E3851063646CF
"2016-08-24T16:08:16.000+0000",we8105desk,"C:\Program Files (x86)\Common Files\Acronis\SyncAgent\syncagentsrv.exe",2108,"C:\Windows\System32\services.exe",592,71B03F3B38B31AA8C74BBE15464F0876BDADDB65
"2016-08-24T16:08:16.000+0000",we8105desk,"C:\Windows\System32\sppsvc.exe",2072,"C:\Windows\System32\services.exe",592,C5B437F3965C01936046F9BF7C853F8E363C12AD
"2016-08-24T16:08:16.000+0000",we8105desk,"C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe",2436,"C:\Windows\System32\services.exe",592,38D9560BE87B17CE883813D17F32254B5068713B
"2016-08-24T16:07:23.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",2396,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T16:07:22.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",3796,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T16:07:22.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",3800,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T16:07:20.000+0000",we8105desk,"C:\Windows\System32\SearchIndexer.exe",3280,"C:\Windows\System32\services.exe",592,7BCC04348145501294745D58A2F9F702A76E794F
"2016-08-24T16:06:49.000+0000",we8105desk,"C:\Windows\System32\SearchIndexer.exe",3188,"C:\Windows\System32\services.exe",592,7BCC04348145501294745D58A2F9F702A76E794F
"2016-08-24T16:06:45.000+0000",we8105desk,"C:\Program Files (x86)\Microsoft Office\Office14\BCSSync.exe",4072,"C:\Windows\SysWOW64\runonce.exe",3724,6ABD81A46557F72680EB9E5FC74223B8C9C32088
"2016-08-24T16:06:45.000+0000",we8105desk,"C:\Program Files (x86)\Acronis\TrueImageHome\TrueImageMonitor.exe",4056,"C:\Windows\SysWOW64\runonce.exe",3724,0A183F72725FAAB2E1964CB70446D462DBF2CDFD
"2016-08-24T16:06:45.000+0000",we8105desk,"C:\Program Files (x86)\Common Files\Acronis\TibMounter\TibMounterMonitor.exe",4028,"C:\Windows\SysWOW64\runonce.exe",3724,7BAC978FA228461BB43097B7227BDF80995947A7
"2016-08-24T16:06:45.000+0000",we8105desk,"C:\Program Files (x86)\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Application\iusb3mon.exe",4020,"C:\Windows\SysWOW64\runonce.exe",3724,6F85F86ADF820D16DBEB5D3CA5F66D3989FFF988
