"_time",bytes,"bytes_in","bytes_out",sourcetype,"src_ip",uri
"1470867262.825",3220,2773,447,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867261.510",3280,2874,406,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867261.508",2125,1892,233,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867261.506",3552,3091,461,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867261.505",4411,4069,342,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867261.358",2180,1956,224,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867259.994",2084,1676,408,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867259.993",4530,4046,484,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867259.993",1688,1334,354,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867259.926",2760,2510,250,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867258.978",1961,1581,380,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867257.743",3518,3044,474,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867257.712",1326,1048,278,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867257.712",2684,2231,453,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867257.680",2084,1752,332,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867257.443",2966,2636,330,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867256.698",3756,3435,321,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867256.353",2706,2486,220,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867256.353",1836,1488,348,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867256.353",3730,3312,418,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867256.292",3223,2962,261,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867256.089",4718,4227,491,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867255.728",4749,4461,288,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867255.728",3124,2850,274,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867255.676",3173,3020,153,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867255.674",2487,2228,259,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3?P1=1470870954&P2=301&P3=2&P4=1LzCZzMYl6vz9%2bZxjUxVt0KFWRbJJ24U6lvNlHt4EDs%3d"
"1470867255.513",1376,1077,299,"stream:http","192.168.250.100","http://dl.delivery.mp.microsoft.com/filestreamingservice//files/e7f33d93-0a20-4092-8167-81bc7e0bd7c3/pieceshash"
"1470867255.195",1873,1639,234,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867254.255",2537,2298,239,"stream:http","192.168.250.100","http://dl.delivery.mp.microsoft.com/filestreamingservice/files/9ab127de-60d1-4e7d-be01-1d44384210a1"
"1470867254.197",2846,2511,335,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867254.181",4737,4408,329,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867254.181",2435,2280,155,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867254.134",1381,1001,380,"stream:http","192.168.250.100","http://tlu.dl.delivery.mp.microsoft.com/filestreamingservice/files/b3c50f40-635a-4bae-8e73-630f5302634b?P1=1470869994&P2=301&P3=2&P4=ODglBK8eVH1hz2ISs097LOjAa42gSSOPfxtX3Yaz71M%3d"
"1470867253.970",3288,2968,320,"stream:http","192.168.250.100","http://dl.delivery.mp.microsoft.com/filestreamingservice//files/b3c50f40-635a-4bae-8e73-630f5302634b/pieceshash"
"1470867253.551",1653,1159,494,"stream:http","192.168.250.100","http://dl.delivery.mp.microsoft.com/filestreamingservice/files/9ab127de-60d1-4e7d-be01-1d44384210a1"
"1470867253.126",2653,2319,334,"stream:http","192.168.250.100","http://dl.delivery.mp.microsoft.com/filestreamingservice/files/9ab127de-60d1-4e7d-be01-1d44384210a1"
"1470867252.748",4451,4181,270,"stream:http","192.168.250.100","http://dl.delivery.mp.microsoft.com/filestreamingservice/files/304ec88d-12aa-4010-beb0-1fde2051f943"
"1470867251.718",2002,1838,164,"stream:http","192.168.250.100","http://dl.delivery.mp.microsoft.com/filestreamingservice/files/304ec88d-12aa-4010-beb0-1fde2051f943"
"1470867250.620",4335,3867,468,"stream:http","192.168.250.100","http://dl.delivery.mp.microsoft.com/filestreamingservice/files/304ec88d-12aa-4010-beb0-1fde2051f943"
"1470867249.558",3168,2778,390,"stream:http","192.168.250.100","http://dl.delivery.mp.microsoft.com/filestreamingservice/files/304ec88d-12aa-4010-beb0-1fde2051f943"
"1470867247.575",1613,1432,181,"stream:http","192.168.250.100","http://dl.delivery.mp.microsoft.com/filestreamingservice/files/304ec88d-12aa-4010-beb0-1fde2051f943"
"1470867245.287",1714,1310,404,"stream:http","192.168.250.100","http://dl.delivery.mp.microsoft.com/filestreamingservice/files/304ec88d-12aa-4010-beb0-1fde2051f943"
"1470867241.029",3716,3291,425,"stream:http","192.168.250.100","http://dl.delivery.mp.microsoft.com/filestreamingservice/files/304ec88d-12aa-4010-beb0-1fde2051f943"
"1470867236.950",2526,2273,253,"stream:http","192.168.250.100","http://dl.delivery.mp.microsoft.com/filestreamingservice/files/304ec88d-12aa-4010-beb0-1fde2051f943"
"1470866989.683",3705,3404,301,"stream:http","192.168.250.100","http://img-s-msn-com.akamaized.net/tenant/amp/entityid/BBjerLg.img?w=100&h=100&m=6&tilesize=medium&x=911&y=801&ms-scale=100&ms-contrast=standard"
"1470866988.718",3110,2797,313,"stream:http","192.168.250.100","http://img-s-msn-com.akamaized.net/tenant/amp/entityid/BBjerLg.img?w=100&h=100&m=6&tilesize=medium&x=911&y=801&ms-scale=100&ms-contrast=standard"
"1470866984.096",3414,3029,385,"stream:http","192.168.250.100","http://blob.weather.microsoft.com/static/mws-new/WeatherImages/210x173/2.jpg?a"
"1470866983.184",1563,1146,417,"stream:http","192.168.250.100","http://blob.weather.microsoft.com/static/mws-new/WeatherImages/210x173/2.jpg?a"
"1470866976.305",4628,4342,286,"stream:http","192.168.250.100","http://login.live.com/ppcrlcheck.srf"
"1470866975.471",3013,2538,475,"stream:http","192.168.250.100","http://sr.symcd.com/MFEwTzBNMEswSTAJBgUrDgMCGgUABBR0JBRnBp%2F14Jg%2FXj4aa6BlKlQVdQQUAVmr5906C1mmZGPWzyAHV9WR52oCEDd6YdE47j7vbT5gAcQZSFA%3D"
"1470866974.885",3449,3143,306,"stream:http","192.168.250.100","http://s2.symcb.com/MFEwTzBNMEswSTAJBgUrDgMCGgUABBS56bKHAoUD%2BOyl%2B0LhPg9JxyQm4gQUf9Nlp8Ld7LvwMAnzQzn6Aq8zMTMCEH7hSm9v7%2FLTfz%2BtZU062rQ%3D"
"1470866973.613",23904708,23904192,516,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19313955_088d311387cef8f61dbecfa629376c73feda4803.cab"
"1470866964.299",3725,3516,209,"stream:http","192.168.250.100","http://cdp1.public-trust.com/CRL/Omniroot2025.crl"
"1470866962.944",3470,3236,234,"stream:http","192.168.250.100","http://ocsp.omniroot.com/baltimoreroot/MEUwQzBBMD8wPTAJBgUrDgMCGgUABBTBL0V27RVZ7LBduom%2FnYB45SPUEwQU5Z1ZMIJHWMys%2BghUNoZ7OrUETfACBAcnqkc%3D"
"1470866960.636",4638,4194,444,"stream:http","192.168.250.100","http://tile-service.weather.microsoft.com/en-US/livetile/preinstall?region=US&appid=C98EA5B0842DBB9405BBF071E1DA76512D21FE36&FORM=Threshold"
"1470866960.635",1944,1581,363,"stream:http","192.168.250.100","http://cdn.content.prod.cms.msn.com/singletile/summary/alias/experiencebyname/today?market=en-US&tenant=amp&vertical=sports"
"1470866960.634",1619,1237,382,"stream:http","192.168.250.100","http://cdn.content.prod.cms.msn.com/singletile/summary/alias/experiencebyname/today?market=en-US&tenant=amp&vertical=finance"
"1470866960.634",2642,2301,341,"stream:http","192.168.250.100","http://cdn.content.prod.cms.msn.com/singletile/summary/alias/experiencebyname/today?market=en-US&tenant=amp&vertical=news"
"1470866747.292",1763,1601,162,"stream:http","192.168.250.100","http://dl2.acronis.com/u/liveupdate/{E129C72A-9734-4128-B342-D6DA3BAE805D}/6571/hotfixes.xml"
"1470866747.107",14518888,14516861,2027,"stream:http","192.168.250.100","http://download.acronis.com/liveupdate/{E129C72A-9734-4128-B342-D6DA3BAE805D}/6571/hotfixes.xml"
"1470866746.969",4538,4040,498,"stream:http","192.168.250.100","http://dl2.acronis.com/u/liveupdate/{E129C72A-9734-4128-B342-D6DA3BAE805D}/updates.xml"
"1470866746.835",33708445,33707219,1226,"stream:http","192.168.250.100","http://download.acronis.com/liveupdate/{E129C72A-9734-4128-B342-D6DA3BAE805D}/updates.xml"
"1470866434.077",31537077,31535871,1206,"stream:http","192.168.250.100","http://au.v4.download.windowsupdate.com/c/msdownload/update/software/secu/2016/08/windows10.0-kb3176493-x64-express_4146a5a2ea68836ffea6575455cf0c49a0497a00.cab"
"1470866432.883",16916776,16913886,2890,"stream:http","192.168.250.100","http://au.v4.download.windowsupdate.com/c/msdownload/update/software/secu/2016/08/windows10.0-kb3176493-x64-express_4146a5a2ea68836ffea6575455cf0c49a0497a00.cab"
"1470866431.853",4009407,4006512,2895,"stream:http","192.168.250.100","http://au.v4.download.windowsupdate.com/c/msdownload/update/software/secu/2016/08/windows10.0-kb3176493-x64-express_4146a5a2ea68836ffea6575455cf0c49a0497a00.cab"
"1470866430.751",34831473,34829989,1484,"stream:http","192.168.250.100","http://au.v4.download.windowsupdate.com/c/msdownload/update/software/secu/2016/08/windows10.0-kb3176493-x64-express_4146a5a2ea68836ffea6575455cf0c49a0497a00.cab"
"1470866429.613",18898274,18897781,493,"stream:http","192.168.250.100","http://au.v4.download.windowsupdate.com/c/msdownload/update/software/secu/2016/08/windows10.0-kb3176493-x64-express_4146a5a2ea68836ffea6575455cf0c49a0497a00.cab"
"1470866428.545",32805479,32804268,1211,"stream:http","192.168.250.100","http://au.v4.download.windowsupdate.com/c/msdownload/update/software/secu/2016/08/windows10.0-kb3176493-x64-express_4146a5a2ea68836ffea6575455cf0c49a0497a00.cab"
"1470866427.532",25928562,25925401,3161,"stream:http","192.168.250.100","http://au.v4.download.windowsupdate.com/c/msdownload/update/software/secu/2016/08/windows10.0-kb3176493-x64-express_4146a5a2ea68836ffea6575455cf0c49a0497a00.cab"
"1470866425.351",33632631,33629311,3320,"stream:http","192.168.250.100","http://au.v4.download.windowsupdate.com/c/msdownload/update/software/secu/2016/08/windows10.0-kb3176493-x64-express_4146a5a2ea68836ffea6575455cf0c49a0497a00.cab"
"1470866422.226",14769359,14767848,1511,"stream:http","192.168.250.100","http://au.v4.download.windowsupdate.com/c/msdownload/update/software/secu/2016/08/windows10.0-kb3176493-x64-express_4146a5a2ea68836ffea6575455cf0c49a0497a00.cab"
"1470866418.217",13604373,13602000,2373,"stream:http","192.168.250.100","http://au.v4.download.windowsupdate.com/c/msdownload/update/software/secu/2016/08/windows10.0-kb3176493-x64-express_4146a5a2ea68836ffea6575455cf0c49a0497a00.cab"
"1470866412.185",29318043,29315542,2501,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2016/01/19856868_e4900e707b696fe279ce07ea3c6ffa7387e0970a.cab"
"1470866410.241",29341923,29339224,2699,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424270_5cc99752220a8edbf4835cfcbb6b88ea99e69ee1.cab"
"1470866410.139",578603,578031,572,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424055_95a2bc62869dfcbbe7b9ec3bd4fa56c2350b7888.cab"
"1470866410.033",28635029,28633911,1118,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424056_e5610cdd9255b5053668c623f1fe77cb20d00346.cab"
"1470866409.996",11460290,11458642,1648,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424131_62cae42f476710bb189426ab59d3f9be0a02029c.cab"
"1470866409.841",27362497,27359393,3104,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424071_12dcfa3514e3ad9d80389fe269fddf3ff5d026ea.cab"
"1470866409.747",799741,798939,802,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424072_8015509c2616771bade4f960ec7442d4ad6af404.cab"
"1470866409.639",31654101,31652147,1954,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424154_dd16dc94b1e196dc1540219253b66024b5e68e3c.cab"
"1470866409.548",18610464,18609144,1320,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424153_387afd2dd32aead5857fea6d0e535feb8554f448.cab"
"1470866409.496",1383285,1379974,3311,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424372_c10b533a84da90795a9d17f36cd9cfbf23cb0f3d.cab"
"1470866409.349",28934293,28933754,539,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424371_ffd67a64e517885c241b3dc6b3579ac03c9ead1c.cab"
"1470866409.256",11882426,11879926,2500,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424064_088ee5c3fd4d3601e35af4c3d493db6814fd1f18.cab"
"1470866409.158",28987173,28984751,2422,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424063_f949b5fb219866c0e8f6d18136089b0aefdef7c4.cab"
"1470866409.061",3293993,3290756,3237,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424139_c40c8eba132976727a0963b130fc011413cdbb96.cab"
"1470866408.930",26357237,26355229,2008,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424142_63059f78b197310c0c0b7c34b37ef7242686dab1.cab"
"1470866408.839",11806024,11803512,2512,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424141_53d7f45b21dcf9a24dd5af51cdac46f5b8597355.cab"
"1470866408.745",17230261,17227374,2887,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424143_2c336ccd660976c63424d9c88d9db1f50757a0f7.cab"
"1470866408.683",30081161,30080044,1117,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424163_e47fb7ac597ad483c945a1bb6f5d511e48cfc72b.cab"
"1470866408.525",1766649,1766409,240,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424164_a22ec5b55045983a3d03b5f517b5a1c05b5e0e64.cab"
"1470866408.430",970869,970021,848,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424165_211e1af7cb121c5107a3728ed00afda9beeaf132.cab"
"1470866408.336",12391945,12389933,2012,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424166_5288a3ccb75b1e0a949cffdbe3785d68d92a8fa7.cab"
"1470866408.308",30421424,30420862,562,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424332_d02a903bba742b3f6ccd85cfc4af68c17c475839.cab"
"1470866408.215",21918337,21917071,1266,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424395_1f8d7fad4d36824df2b795fc6a7aa16413ff1ed2.cab"
"1470866408.126",17121138,17118068,3070,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424397_f59a84048e08805c3c4c1274526b0eb8b8779602.cab"
"1470866408.011",2137237,2135649,1588,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424396_ca0b8e12a7fb2240360f8683e0642e61f2ed005d.cab"
"1470866407.858",23408409,23406201,2208,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424398_d66d419d155b3511757f9dc97b95a5c8db8ac44c.cab"
"1470866407.750",24951279,24948825,2454,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424069_750a34ab836c6cb6e52f0d6d03ea08a118e0fa1c.cab"
"1470866407.591",1355607,1352846,2761,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424118_51323b3d2c400686165f22abc069709470b79f36.cab"
"1470866407.502",3939749,3937460,2289,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424172_438ff6d4a62105e29c7137db7187dde895915995.cab"
"1470866407.409",16107434,16106898,536,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424236_36a3aff325521f1c2eff36e819cb952287fb318c.cab"
"1470866407.321",19335845,19332778,3067,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424319_9c747da85f7af50245f180a0fa40c245fe8e9d3d.cab"
"1470866407.229",13414305,13412349,1956,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424321_2688a14a34be89f3a7ec83ef364d6bdc3cf0337c.cab"
"1470866407.137",10142919,10139560,3359,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424322_5ec1c9d0cc792746458a27c978dd9e101555895d.cab"
"1470866407.025",13493243,13490739,2504,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424368_a770fa50a6aae123baac5fbde541973cf9658f4a.cab"
"1470866406.996",7315146,7312898,2248,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424369_5584df92ce0c2d633fceb4a6a0324fa2c03e9f9b.cab"
"1470866406.839",1002641,1000503,2138,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424383_189e187b045ad3eb55c50ba31342540ab48fb5ef.cab"
"1470866406.777",18660949,18658294,2655,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424384_f937a7befc2f62ba80451bd71bce96d3167e0eab.cab"
"1470866406.510",17127245,17125375,1870,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424387_9aec36e76e88a5013ec473d53f1dda16d3bc1aa4.cab"
"1470866406.480",9667054,9664201,2853,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424385_226ceb10e3e71c62ce88d893feb0f4c8ba9708bc.cab"
"1470866406.319",9013943,9011537,2406,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424386_858e5709c0263750b353fd57824ae2ea55632f3c.cab"
"1470866406.217",17471814,17471179,635,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424315_4543082e3aeba0a93dcaabb5e1390834e3c874ed.cab"
"1470866406.164",16079748,16078002,1746,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/d/msdownload/update/others/2015/11/19424326_1df80066b862fb7b4cf5cd2b2b4ab61e6b62d602.cab"
"1470866406.023",4965183,4962285,2898,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424060_75fb4d205287ff4e5c239a5d834f9b07ec24b169.cab"
"1470866405.927",21860673,21859065,1608,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424061_1b38f1ff2c0fdae362915a8efe93c5c63f55c3bd.cab"
"1470866405.684",34712572,34711577,995,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424095_72a6351189eceb585d1d9f800c74b00e89e62289.cab"
"1470866405.594",13190065,13189199,866,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424097_7ef9c5f6b101bdd6f16f38dba1d8bb04e496ba22.cab"
"1470866405.500",2959463,2957981,1482,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424110_81ce0ac534691003022cfe3ad9570348ee1c8667.cab"
"1470866405.413",28118638,28118160,478,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424127_e540807899c4cc87435de521b63c6683a901eb9f.cab"
"1470866405.017",7708015,7707283,732,"stream:http","192.168.250.100","http://v4.download.windowsupdate.com/c/msdownload/update/others/2015/11/19424161_ff390dae2b11122f519eeaafc9f14e270540c149.cab"
