"_time",signature,sourcetype,user
"1534803194.000","dlp_rule_10",dlp,chuck
"1534803197.000","dlp_rule_12",dlp,chuck
"1534803207.000","dlp_rule_8",dlp,chuck
"1534803207.000","dlp_rule_14",dlp,chuck
"1534803215.000","dlp_rule_6",dlp,chuck
"1534803216.000","dlp_rule_14",dlp,chuck
"1534803217.000","dlp_rule_6",dlp,chuck
"1534803219.000","dlp_rule_13",dlp,chuck
"1534803227.000","dlp_rule_17",dlp,chuck
"1534803237.000","dlp_rule_2",dlp,chuck
"1534803238.000","dlp_rule_8",dlp,chuck
"1534803246.000","dlp_rule_15",dlp,chuck
"1534803247.000","dlp_rule_5",dlp,chuck
"1534803255.000","dlp_rule_11",dlp,chuck
"1534803257.000","dlp_rule_1",dlp,chuck
"1534803268.000","dlp_rule_9",dlp,chuck
"1534803275.000","dlp_rule_1",dlp,chuck
"1534803277.000","dlp_rule_5",dlp,chuck
"1534803278.000","dlp_rule_7",dlp,chuck
"1534803287.000","dlp_rule_13",dlp,chuck
"1534803290.000","dlp_rule_12",dlp,chuck
"1534803292.000","dlp_rule_4",dlp,chuck
"1534803297.000","dlp_rule_8",dlp,chuck
"1534803299.000","dlp_rule_3",dlp,chuck
"1534803310.000","dlp_rule_20",dlp,chuck
"1534803319.000","dlp_rule_20",dlp,chuck
"1534803321.000","dlp_rule_6",dlp,chuck
"1534803323.000","dlp_rule_7",dlp,chuck
"1534803324.000","dlp_rule_5",dlp,chuck
"1534803325.000","dlp_rule_4",dlp,chuck
"1534803330.000","dlp_rule_18",dlp,chuck
"1534803330.000","dlp_rule_9",dlp,chuck
"1534803332.000","dlp_rule_2",dlp,chuck
"1534803339.000","dlp_rule_1",dlp,chuck
"1534803339.000","dlp_rule_8",dlp,chuck
"1534803341.000","dlp_rule_15",dlp,chuck
"1534803343.000","dlp_rule_2",dlp,chuck
"1534803348.000","dlp_rule_5",dlp,chuck
"1534803348.000","dlp_rule_4",dlp,chuck
"1534803350.000","dlp_rule_5",dlp,chuck
"1534803350.000","dlp_rule_4",dlp,chuck
"1534803358.000","dlp_rule_20",dlp,chuck
"1534803358.000","dlp_rule_3",dlp,chuck
"1534803369.000","dlp_rule_9",dlp,chuck
"1534803372.000","dlp_rule_14",dlp,chuck
"1534803379.000","dlp_rule_13",dlp,chuck
"1534803380.000","dlp_rule_1",dlp,chuck
"1534803382.000","dlp_rule_13",dlp,chuck
"1534803389.000","dlp_rule_16",dlp,chuck
"1534803389.000","dlp_rule_18",dlp,chuck
"1534803391.000","dlp_rule_15",dlp,chuck
"1534803393.000","dlp_rule_16",dlp,chuck
"1534803398.000","dlp_rule_1",dlp,chuck
"1534803401.000","dlp_rule_2",dlp,chuck
"1534803409.000","dlp_rule_5",dlp,chuck
"1534803409.000","dlp_rule_15",dlp,chuck
"1534803411.000","dlp_rule_19",dlp,chuck
"1534803414.000","dlp_rule_5",dlp,chuck
"1534803421.000","dlp_rule_20",dlp,chuck
"1534803421.000","dlp_rule_16",dlp,chuck
"1534803423.000","dlp_rule_16",dlp,chuck
"1534803429.000","dlp_rule_14",dlp,chuck
"1534803429.000","dlp_rule_10",dlp,chuck
"1534803431.000","dlp_rule_4",dlp,chuck
"1534803444.000","dlp_rule_20",dlp,chuck
"1534803449.000","dlp_rule_1",dlp,chuck
"1534803449.000","dlp_rule_1",dlp,chuck
"1534803460.000","dlp_rule_11",dlp,chuck
"1534803467.000","dlp_rule_2",dlp,chuck
"1534803476.000","dlp_rule_17",dlp,chuck
"1534803478.000","dlp_rule_11",dlp,chuck
"1534803478.000","dlp_rule_3",dlp,chuck
"1534803486.000","dlp_rule_19",dlp,chuck
"1534803487.000","dlp_rule_6",dlp,chuck
"1534803495.000","dlp_rule_18",dlp,chuck
"1534803496.000","dlp_rule_6",dlp,chuck
"1534803499.000","dlp_rule_4",dlp,chuck
"1534803506.000","dlp_rule_10",dlp,chuck
"1534803506.000","dlp_rule_5",dlp,chuck
"1534803508.000","dlp_rule_18",dlp,chuck
"1534803508.000","dlp_rule_4",dlp,chuck
"1534803511.000","dlp_rule_19",dlp,chuck
"1534803520.000","dlp_rule_16",dlp,chuck
"1534803521.000","dlp_rule_19",dlp,chuck
"1534803522.000","dlp_rule_5",dlp,chuck
"1534803523.000","dlp_rule_13",dlp,chuck
"1534803530.000","dlp_rule_13",dlp,chuck
"1534803532.000","dlp_rule_13",dlp,chuck
"1534803532.000","dlp_rule_12",dlp,chuck
"1534803544.000","dlp_rule_11",dlp,chuck
"1534803546.000","dlp_rule_12",dlp,chuck
"1534803562.000","dlp_rule_12",dlp,chuck
"1534803569.000","dlp_rule_7",dlp,chuck
"1534803570.000","dlp_rule_17",dlp,chuck
"1534803571.000","dlp_rule_19",dlp,chuck
"1534803578.000","dlp_rule_4",dlp,chuck
"1534803588.000","dlp_rule_4",dlp,chuck
"1534803590.000","dlp_rule_4",dlp,chuck
"1534803597.000","dlp_rule_14",dlp,chuck
"1534803607.000","dlp_rule_3",dlp,chuck
"1534803615.000","dlp_rule_18",dlp,chuck
"1534803620.000","dlp_rule_9",dlp,chuck
"1534803623.000","dlp_rule_6",dlp,chuck
"1534803626.000","dlp_rule_13",dlp,chuck
"1534803634.000","dlp_rule_18",dlp,chuck
"1534803641.000","dlp_rule_14",dlp,chuck
"1534803643.000","dlp_rule_20",dlp,chuck
"1534803650.000","dlp_rule_7",dlp,chuck
"1534803650.000","dlp_rule_16",dlp,chuck
"1534803652.000","dlp_rule_13",dlp,chuck
"1534803657.000","dlp_rule_14",dlp,chuck
"1534803662.000","dlp_rule_10",dlp,chuck
"1534803662.000","dlp_rule_14",dlp,chuck
"1534803664.000","dlp_rule_3",dlp,chuck
"1534803664.000","dlp_rule_5",dlp,chuck
"1534803673.000","dlp_rule_7",dlp,chuck
"1534803674.000","dlp_rule_18",dlp,chuck
"1534803675.000","dlp_rule_19",dlp,chuck
"1534803679.000","dlp_rule_13",dlp,chuck
"1534803682.000","dlp_rule_12",dlp,chuck
"1534803682.000","dlp_rule_7",dlp,chuck
"1534803684.000","dlp_rule_3",dlp,chuck
"1534803689.000","dlp_rule_3",dlp,chuck
"1534803695.000","dlp_rule_3",dlp,chuck
"1534803696.000","dlp_rule_12",dlp,chuck
"1534803697.000","dlp_rule_5",dlp,chuck
"1534803707.000","dlp_rule_10",dlp,chuck
"1534803709.000","dlp_rule_7",dlp,chuck
"1534803713.000","dlp_rule_20",dlp,chuck
"1534803713.000","dlp_rule_5",dlp,chuck
"1534803715.000","dlp_rule_10",dlp,chuck
"1534803715.000","dlp_rule_15",dlp,chuck
"1534803725.000","dlp_rule_6",dlp,chuck
"1534803727.000","dlp_rule_3",dlp,chuck
"1534803727.000","dlp_rule_18",dlp,chuck
"1534803736.000","dlp_rule_15",dlp,chuck
"1534803747.000","dlp_rule_16",dlp,chuck
"1534803755.000","dlp_rule_2",dlp,chuck
"1534803756.000","dlp_rule_18",dlp,chuck
"1534803756.000","dlp_rule_6",dlp,chuck
"1534803761.000","dlp_rule_5",dlp,chuck
"1534803766.000","dlp_rule_5",dlp,chuck
"1534803766.000","dlp_rule_11",dlp,chuck
"1534803768.000","dlp_rule_5",dlp,chuck
"1534803771.000","dlp_rule_1",dlp,chuck
"1534803780.000","dlp_rule_20",dlp,chuck
"1534803780.000","dlp_rule_12",dlp,chuck
"1534803787.000","dlp_rule_13",dlp,chuck
"1534803788.000","dlp_rule_13",dlp,chuck
"1534803789.000","dlp_rule_4",dlp,chuck
"1534803797.000","dlp_rule_2",dlp,chuck
"1534803798.000","dlp_rule_17",dlp,chuck
"1534803807.000","dlp_rule_17",dlp,chuck
"1534803807.000","dlp_rule_16",dlp,chuck
"1534803809.000","dlp_rule_10",dlp,chuck
"1534803813.000","dlp_rule_1",dlp,chuck
"1534803817.000","dlp_rule_13",dlp,chuck
"1534803820.000","dlp_rule_9",dlp,chuck
"1534803821.000","dlp_rule_1",dlp,chuck
"1534803827.000","dlp_rule_4",dlp,chuck
"1534803827.000","dlp_rule_5",dlp,chuck
"1534803828.000","dlp_rule_4",dlp,chuck
"1534803831.000","dlp_rule_6",dlp,chuck
"1534803834.000","dlp_rule_16",dlp,chuck
"1534803839.000","dlp_rule_7",dlp,chuck
"1534803850.000","dlp_rule_12",dlp,chuck
"1534803852.000","dlp_rule_14",dlp,chuck
"1534803853.000","dlp_rule_5",dlp,chuck
"1534803855.000","dlp_rule_11",dlp,chuck
"1534803861.000","dlp_rule_2",dlp,chuck
"1534803864.000","dlp_rule_17",dlp,chuck
"1534803872.000","dlp_rule_14",dlp,chuck
"1534803873.000","dlp_rule_17",dlp,chuck
"1534803874.000","dlp_rule_2",dlp,chuck
"1534803876.000","dlp_rule_8",dlp,chuck
"1534803881.000","dlp_rule_7",dlp,chuck
"1534803881.000","dlp_rule_9",dlp,chuck
"1534803882.000","dlp_rule_12",dlp,chuck
"1534803888.000","dlp_rule_3",dlp,chuck
"1534803895.000","dlp_rule_20",dlp,chuck
"1534803902.000","dlp_rule_14",dlp,chuck
"1534803907.000","dlp_rule_11",dlp,chuck
"1534803908.000","dlp_rule_11",dlp,chuck
"1534803912.000","dlp_rule_2",dlp,chuck
"1534803914.000","dlp_rule_5",dlp,chuck
"1534803924.000","dlp_rule_9",dlp,chuck
"1534803924.000","dlp_rule_4",dlp,chuck
"1534803927.000","dlp_rule_4",dlp,chuck
"1534803934.000","dlp_rule_14",dlp,chuck
"1534803934.000","dlp_rule_19",dlp,chuck
"1534803939.000","dlp_rule_6",dlp,chuck
"1534803944.000","dlp_rule_17",dlp,chuck
"1534803947.000","dlp_rule_9",dlp,chuck
"1534803947.000","dlp_rule_5",dlp,chuck
"1534803949.000","dlp_rule_11",dlp,chuck
"1534803959.000","dlp_rule_10",dlp,chuck
"1534803963.000","dlp_rule_20",dlp,chuck
"1534803966.000","dlp_rule_11",dlp,chuck
"1534803966.000","dlp_rule_13",dlp,chuck
"1534803968.000","dlp_rule_18",dlp,chuck
"1534803974.000","dlp_rule_16",dlp,chuck
"1534803976.000","dlp_rule_8",dlp,chuck
"1534803977.000","dlp_rule_4",dlp,chuck
"1534803978.000","dlp_rule_3",dlp,chuck
"1534803982.000","dlp_rule_2",dlp,chuck
"1534803983.000","dlp_rule_20",dlp,chuck
"1534803987.000","dlp_rule_7",dlp,chuck
"1534803992.000","dlp_rule_20",dlp,chuck
"1534803992.000","dlp_rule_5",dlp,chuck
"1534803993.000","dlp_rule_18",dlp,chuck
"1534803998.000","dlp_rule_20",dlp,chuck
"1534804000.000","dlp_rule_1",dlp,chuck
"1534804003.000","dlp_rule_16",dlp,chuck
"1534804004.000","dlp_rule_14",dlp,chuck
"1534804010.000","dlp_rule_2",dlp,chuck
"1534804015.000","dlp_rule_10",dlp,chuck
"1534804017.000","dlp_rule_8",dlp,chuck
"1534804023.000","dlp_rule_18",dlp,chuck
"1534804028.000","dlp_rule_4",dlp,chuck
"1534804032.000","dlp_rule_6",dlp,chuck
"1534804037.000","dlp_rule_8",dlp,chuck
"1534804042.000","dlp_rule_13",dlp,chuck
"1534804044.000","dlp_rule_2",dlp,chuck
"1534804045.000","dlp_rule_12",dlp,chuck
"1534804054.000","dlp_rule_4",dlp,chuck
"1534804059.000","dlp_rule_20",dlp,chuck
"1534804059.000","dlp_rule_14",dlp,chuck
"1534804061.000","dlp_rule_15",dlp,chuck
"1534804076.000","dlp_rule_9",dlp,chuck
"1534804077.000","dlp_rule_12",dlp,chuck
"1534804082.000","dlp_rule_15",dlp,chuck
"1534804092.000","dlp_rule_19",dlp,chuck
"1534804094.000","dlp_rule_18",dlp,chuck
"1534804099.000","dlp_rule_15",dlp,chuck
"1534804102.000","dlp_rule_14",dlp,chuck
"1534804110.000","dlp_rule_19",dlp,chuck
"1534804110.000","dlp_rule_2",dlp,chuck
"1534804112.000","dlp_rule_15",dlp,chuck
"1534804114.000","dlp_rule_15",dlp,chuck
"1534804118.000","dlp_rule_9",dlp,chuck
"1534804118.000","dlp_rule_10",dlp,chuck
"1534804123.000","dlp_rule_10",dlp,chuck
"1534804128.000","dlp_rule_5",dlp,chuck
"1534804131.000","dlp_rule_2",dlp,chuck
"1534804131.000","dlp_rule_19",dlp,chuck
"1534804138.000","dlp_rule_6",dlp,chuck
"1534804140.000","dlp_rule_11",dlp,chuck
"1534804140.000","dlp_rule_17",dlp,chuck
"1534804142.000","dlp_rule_13",dlp,chuck
"1534804147.000","dlp_rule_11",dlp,chuck
"1534804147.000","dlp_rule_20",dlp,chuck
"1534804149.000","dlp_rule_19",dlp,chuck
"1534804149.000","dlp_rule_17",dlp,chuck
"1534804155.000","dlp_rule_18",dlp,chuck
"1534804156.000","dlp_rule_20",dlp,chuck
"1534804171.000","dlp_rule_15",dlp,chuck
"1534804174.000","dlp_rule_12",dlp,chuck
"1534804182.000","dlp_rule_11",dlp,chuck
"1534804190.000","dlp_rule_15",dlp,chuck
"1534804194.000","dlp_rule_14",dlp,chuck
"1534804202.000","dlp_rule_12",dlp,chuck
"1534804210.000","dlp_rule_6",dlp,chuck
"1534804210.000","dlp_rule_20",dlp,chuck
"1534804213.000","dlp_rule_6",dlp,chuck
"1534804222.000","dlp_rule_10",dlp,chuck
"1534804222.000","dlp_rule_4",dlp,chuck
"1534804229.000","dlp_rule_9",dlp,chuck
"1534804230.000","dlp_rule_6",dlp,chuck
"1534804231.000","dlp_rule_6",dlp,chuck
"1534804237.000","dlp_rule_2",dlp,chuck
"1534804244.000","dlp_rule_19",dlp,chuck
"1534804245.000","dlp_rule_2",dlp,chuck
"1534804246.000","dlp_rule_4",dlp,chuck
"1534804254.000","dlp_rule_11",dlp,chuck
"1534804254.000","dlp_rule_7",dlp,chuck
"1534804259.000","dlp_rule_7",dlp,chuck
"1534804265.000","dlp_rule_13",dlp,chuck
"1534804269.000","dlp_rule_11",dlp,chuck
"1534804285.000","dlp_rule_10",dlp,chuck
"1534804285.000","dlp_rule_12",dlp,chuck
"1534804288.000","dlp_rule_4",dlp,chuck
"1534804297.000","dlp_rule_5",dlp,chuck
"1534804297.000","dlp_rule_9",dlp,chuck
"1534804299.000","dlp_rule_17",dlp,chuck
"1534804304.000","dlp_rule_9",dlp,chuck
"1534804306.000","dlp_rule_5",dlp,chuck
"1534804311.000","dlp_rule_17",dlp,chuck
"1534804317.000","dlp_rule_9",dlp,chuck
"1534804317.000","dlp_rule_9",dlp,chuck
"1534804318.000","dlp_rule_7",dlp,chuck
"1534804326.000","dlp_rule_12",dlp,chuck
"1534804329.000","dlp_rule_17",dlp,chuck
"1534804336.000","dlp_rule_1",dlp,chuck
"1534804336.000","dlp_rule_15",dlp,chuck
"1534804337.000","dlp_rule_20",dlp,chuck
"1534804345.000","dlp_rule_9",dlp,chuck
"1534804348.000","dlp_rule_8",dlp,chuck
"1534804357.000","dlp_rule_20",dlp,chuck
"1534804359.000","dlp_rule_10",dlp,chuck
"1534804364.000","dlp_rule_13",dlp,chuck
"1534804364.000","dlp_rule_18",dlp,chuck
"1534804366.000","dlp_rule_15",dlp,chuck
"1534804374.000","dlp_rule_19",dlp,chuck
"1534804375.000","dlp_rule_1",dlp,chuck
"1534804379.000","dlp_rule_11",dlp,chuck
"1534804388.000","dlp_rule_14",dlp,chuck
"1534804397.000","dlp_rule_11",dlp,chuck
"1534804401.000","dlp_rule_16",dlp,chuck
"1534804406.000","dlp_rule_10",dlp,chuck
"1534804408.000","dlp_rule_16",dlp,chuck
"1534804408.000","dlp_rule_18",dlp,chuck
"1534804416.000","dlp_rule_1",dlp,chuck
"1534804418.000","dlp_rule_14",dlp,chuck
"1534804418.000","dlp_rule_2",dlp,chuck
"1534804427.000","dlp_rule_13",dlp,chuck
"1534804429.000","dlp_rule_4",dlp,chuck
"1534804438.000","dlp_rule_18",dlp,chuck
"1534804439.000","dlp_rule_14",dlp,chuck
"1534804443.000","dlp_rule_11",dlp,chuck
"1534804448.000","dlp_rule_17",dlp,chuck
"1534804448.000","dlp_rule_5",dlp,chuck
"1534804450.000","dlp_rule_15",dlp,chuck
"1534804452.000","dlp_rule_12",dlp,chuck
"1534804455.000","dlp_rule_15",dlp,chuck
"1534804457.000","dlp_rule_16",dlp,chuck
"1534804457.000","dlp_rule_1",dlp,chuck
"1534804465.000","dlp_rule_10",dlp,chuck
"1534804475.000","dlp_rule_4",dlp,chuck
"1534804483.000","dlp_rule_11",dlp,chuck
"1534804483.000","dlp_rule_17",dlp,chuck
"1534804491.000","dlp_rule_14",dlp,chuck
"1534804491.000","dlp_rule_18",dlp,chuck
"1534804494.000","dlp_rule_16",dlp,chuck
"1534804497.000","dlp_rule_5",dlp,chuck
"1534804501.000","dlp_rule_5",dlp,chuck
"1534804501.000","dlp_rule_9",dlp,chuck
"1534804507.000","dlp_rule_14",dlp,chuck
"1534804512.000","dlp_rule_13",dlp,chuck
"1534804512.000","dlp_rule_3",dlp,chuck
"1534804524.000","dlp_rule_9",dlp,chuck
"1534804531.000","dlp_rule_11",dlp,chuck
"1534804540.000","dlp_rule_8",dlp,chuck
"1534804545.000","dlp_rule_8",dlp,chuck
"1534804547.000","dlp_rule_11",dlp,chuck
"1534804548.000","dlp_rule_8",dlp,chuck
"1534804550.000","dlp_rule_13",dlp,chuck
"1534804555.000","dlp_rule_6",dlp,chuck
"1534804558.000","dlp_rule_14",dlp,chuck
"1534804567.000","dlp_rule_20",dlp,chuck
"1534804568.000","dlp_rule_13",dlp,chuck
"1534804576.000","dlp_rule_2",dlp,chuck
"1534804577.000","dlp_rule_6",dlp,chuck
"1534804579.000","dlp_rule_7",dlp,chuck
"1534804585.000","dlp_rule_3",dlp,chuck
"1534804588.000","dlp_rule_12",dlp,chuck
"1534804597.000","dlp_rule_14",dlp,chuck
"1534804606.000","dlp_rule_10",dlp,chuck
"1534804608.000","dlp_rule_3",dlp,chuck
"1534804614.000","dlp_rule_1",dlp,chuck
"1534804622.000","dlp_rule_14",dlp,chuck
"1534804625.000","dlp_rule_14",dlp,chuck
"1534804633.000","dlp_rule_19",dlp,chuck
"1534804635.000","dlp_rule_12",dlp,chuck
"1534804640.000","dlp_rule_8",dlp,chuck
"1534804642.000","dlp_rule_17",dlp,chuck
"1534804642.000","dlp_rule_16",dlp,chuck
"1534804644.000","dlp_rule_19",dlp,chuck
"1534804648.000","dlp_rule_12",dlp,chuck
"1534804654.000","dlp_rule_17",dlp,chuck
"1534804659.000","dlp_rule_5",dlp,chuck
"1534804659.000","dlp_rule_19",dlp,chuck
"1534804664.000","dlp_rule_7",dlp,chuck
"1534804668.000","dlp_rule_19",dlp,chuck
"1534804670.000","dlp_rule_19",dlp,chuck
"1534804671.000","dlp_rule_6",dlp,chuck
"1534804680.000","dlp_rule_6",dlp,chuck
"1534804681.000","dlp_rule_17",dlp,chuck
"1534804682.000","dlp_rule_2",dlp,chuck
"1534804683.000","dlp_rule_12",dlp,chuck
"1534804692.000","dlp_rule_11",dlp,chuck
"1534804692.000","dlp_rule_12",dlp,chuck
"1534804694.000","dlp_rule_19",dlp,chuck
"1534804698.000","dlp_rule_7",dlp,chuck
"1534804703.000","dlp_rule_17",dlp,chuck
"1534804719.000","dlp_rule_17",dlp,chuck
"1534804724.000","dlp_rule_3",dlp,chuck
"1534804726.000","dlp_rule_17",dlp,chuck
"1534804726.000","dlp_rule_6",dlp,chuck
"1534804729.000","dlp_rule_4",dlp,chuck
"1534804734.000","dlp_rule_15",dlp,chuck
"1534804737.000","dlp_rule_8",dlp,chuck
"1534804740.000","dlp_rule_16",dlp,chuck
"1534804745.000","dlp_rule_17",dlp,chuck
"1534804745.000","dlp_rule_15",dlp,chuck
"1534804747.000","dlp_rule_5",dlp,chuck
"1534804756.000","dlp_rule_6",dlp,chuck
"1534804757.000","dlp_rule_18",dlp,chuck
"1534804759.000","dlp_rule_5",dlp,chuck
"1534804769.000","dlp_rule_17",dlp,chuck
"1534804769.000","dlp_rule_7",dlp,chuck
"1534804771.000","dlp_rule_20",dlp,chuck
"1534804776.000","dlp_rule_13",dlp,chuck
"1534804776.000","dlp_rule_18",dlp,chuck
"1534804778.000","dlp_rule_1",dlp,chuck
"1534804782.000","dlp_rule_17",dlp,chuck
"1534804789.000","dlp_rule_5",dlp,chuck
"1534804794.000","dlp_rule_17",dlp,chuck
"1534804798.000","dlp_rule_13",dlp,chuck
"1534804801.000","dlp_rule_5",dlp,chuck
"1534804803.000","dlp_rule_6",dlp,chuck
"1534804808.000","dlp_rule_15",dlp,chuck
"1534804818.000","dlp_rule_6",dlp,chuck
"1534804818.000","dlp_rule_18",dlp,chuck
"1534804820.000","dlp_rule_1",dlp,chuck
"1534804822.000","dlp_rule_1",dlp,chuck
"1534804826.000","dlp_rule_5",dlp,chuck
"1534804831.000","dlp_rule_4",dlp,chuck
"1534804836.000","dlp_rule_6",dlp,chuck
"1534804839.000","dlp_rule_8",dlp,chuck
"1534804844.000","dlp_rule_16",dlp,chuck
"1534804852.000","dlp_rule_7",dlp,chuck
"1534804852.000","dlp_rule_12",dlp,chuck
"1534804854.000","dlp_rule_20",dlp,chuck
"1534804869.000","dlp_rule_7",dlp,chuck
"1534804873.000","dlp_rule_8",dlp,chuck
"1534804876.000","dlp_rule_5",dlp,chuck
"1534804878.000","dlp_rule_18",dlp,chuck
"1534804886.000","dlp_rule_13",dlp,chuck
"1534804887.000","dlp_rule_20",dlp,chuck
"1534804895.000","dlp_rule_19",dlp,chuck
"1534804897.000","dlp_rule_6",dlp,chuck
"1534804901.000","dlp_rule_2",dlp,chuck
"1534804906.000","dlp_rule_14",dlp,chuck
"1534804906.000","dlp_rule_13",dlp,chuck
"1534804908.000","dlp_rule_10",dlp,chuck
"1534804908.000","dlp_rule_9",dlp,chuck
"1534804919.000","dlp_rule_7",dlp,chuck
"1534804919.000","dlp_rule_6",dlp,chuck
"1534804922.000","dlp_rule_7",dlp,chuck
"1534804924.000","dlp_rule_1",dlp,chuck
"1534804930.000","dlp_rule_9",dlp,chuck
"1534804932.000","dlp_rule_3",dlp,chuck
"1534804935.000","dlp_rule_17",dlp,chuck
"1534804939.000","dlp_rule_9",dlp,chuck
"1534804939.000","dlp_rule_12",dlp,chuck
"1534804942.000","dlp_rule_5",dlp,chuck
"1534804942.000","dlp_rule_2",dlp,chuck
"1534804950.000","dlp_rule_4",dlp,chuck
"1534804951.000","dlp_rule_3",dlp,chuck
"1534804961.000","dlp_rule_14",dlp,chuck
"1534804963.000","dlp_rule_6",dlp,chuck
"1534804966.000","dlp_rule_9",dlp,chuck
"1534804974.000","dlp_rule_7",dlp,chuck
"1534804974.000","dlp_rule_15",dlp,chuck
"1534804976.000","dlp_rule_20",dlp,chuck
"1534804981.000","dlp_rule_8",dlp,chuck
"1534804982.000","dlp_rule_3",dlp,chuck
"1534804982.000","dlp_rule_10",dlp,chuck
"1534804983.000","dlp_rule_4",dlp,chuck
"1534804995.000","dlp_rule_11",dlp,chuck
"1534804996.000","dlp_rule_2",dlp,chuck
"1534804997.000","dlp_rule_7",dlp,chuck
"1534804999.000","dlp_rule_6",dlp,chuck
"1534805004.000","dlp_rule_12",dlp,chuck
"1534805013.000","dlp_rule_12",dlp,chuck
"1534805013.000","dlp_rule_2",dlp,chuck
"1534805015.000","dlp_rule_14",dlp,chuck
"1534805015.000","dlp_rule_8",dlp,chuck
"1534805024.000","dlp_rule_8",dlp,chuck
"1534805029.000","dlp_rule_9",dlp,chuck
"1534805035.000","dlp_rule_10",dlp,chuck
"1534805037.000","dlp_rule_2",dlp,chuck
"1534805039.000","dlp_rule_8",dlp,chuck
"1534805044.000","dlp_rule_8",dlp,chuck
"1534805047.000","dlp_rule_6",dlp,chuck
"1534805047.000","dlp_rule_9",dlp,chuck
"1534805049.000","dlp_rule_14",dlp,chuck
"1534805053.000","dlp_rule_19",dlp,chuck
"1534805056.000","dlp_rule_19",dlp,chuck
"1534805058.000","dlp_rule_15",dlp,chuck
"1534805070.000","dlp_rule_14",dlp,chuck
"1534805077.000","dlp_rule_6",dlp,chuck
"1534805077.000","dlp_rule_18",dlp,chuck
"1534805079.000","dlp_rule_1",dlp,chuck
"1534805081.000","dlp_rule_5",dlp,chuck
"1534805086.000","dlp_rule_17",dlp,chuck
"1534805089.000","dlp_rule_20",dlp,chuck
"1534805091.000","dlp_rule_10",dlp,chuck
"1534805096.000","dlp_rule_3",dlp,chuck
"1534805102.000","dlp_rule_19",dlp,chuck
"1534805108.000","dlp_rule_12",dlp,chuck
"1534805108.000","dlp_rule_17",dlp,chuck
"1534805110.000","dlp_rule_18",dlp,chuck
"1534805118.000","dlp_rule_1",dlp,chuck
"1534805127.000","dlp_rule_8",dlp,chuck
"1534805128.000","dlp_rule_6",dlp,chuck
"1534805129.000","dlp_rule_1",dlp,chuck
"1534805130.000","dlp_rule_2",dlp,chuck
"1534805133.000","dlp_rule_11",dlp,chuck
"1534805142.000","dlp_rule_8",dlp,chuck
"1534805142.000","dlp_rule_11",dlp,chuck
"1534805144.000","dlp_rule_1",dlp,chuck
"1534805151.000","dlp_rule_6",dlp,chuck
"1534805156.000","dlp_rule_20",dlp,chuck
"1534805171.000","dlp_rule_16",dlp,chuck
"1534805173.000","dlp_rule_9",dlp,chuck
"1534805183.000","dlp_rule_19",dlp,chuck
"1534805192.000","dlp_rule_2",dlp,chuck
"1534805194.000","dlp_rule_16",dlp,chuck
"1534805201.000","dlp_rule_11",dlp,chuck
"1534805201.000","dlp_rule_4",dlp,chuck
"1534805206.000","dlp_rule_9",dlp,chuck
"1534805209.000","dlp_rule_16",dlp,chuck
"1534805211.000","dlp_rule_13",dlp,chuck
"1534805211.000","dlp_rule_2",dlp,chuck
"1534805213.000","dlp_rule_8",dlp,chuck
"1534805220.000","dlp_rule_16",dlp,chuck
"1534805235.000","dlp_rule_14",dlp,chuck
"1534805236.000","dlp_rule_15",dlp,chuck
"1534805246.000","dlp_rule_20",dlp,chuck
"1534805248.000","dlp_rule_9",dlp,chuck
"1534805256.000","dlp_rule_1",dlp,chuck
"1534805258.000","dlp_rule_18",dlp,chuck
"1534805266.000","dlp_rule_8",dlp,chuck
"1534805266.000","dlp_rule_14",dlp,chuck
"1534805268.000","dlp_rule_4",dlp,chuck
"1534805276.000","dlp_rule_9",dlp,chuck
"1534805286.000","dlp_rule_11",dlp,chuck
"1534805288.000","dlp_rule_9",dlp,chuck
"1534805294.000","dlp_rule_11",dlp,chuck
"1534805302.000","dlp_rule_11",dlp,chuck
"1534805304.000","dlp_rule_15",dlp,chuck
"1534805308.000","dlp_rule_6",dlp,chuck
"1534805308.000","dlp_rule_16",dlp,chuck
"1534805311.000","dlp_rule_8",dlp,chuck
"1534805311.000","dlp_rule_17",dlp,chuck
"1534805318.000","dlp_rule_17",dlp,chuck
"1534805320.000","dlp_rule_14",dlp,chuck
"1534805328.000","dlp_rule_13",dlp,chuck
"1534805338.000","dlp_rule_2",dlp,chuck
"1534805348.000","dlp_rule_8",dlp,chuck
"1534805349.000","dlp_rule_7",dlp,chuck
"1534805350.000","dlp_rule_9",dlp,chuck
"1534805352.000","dlp_rule_14",dlp,chuck
"1534805357.000","dlp_rule_19",dlp,chuck
"1534805359.000","dlp_rule_17",dlp,chuck
"1534805369.000","dlp_rule_6",dlp,chuck
"1534805373.000","dlp_rule_14",dlp,chuck
"1534805378.000","dlp_rule_2",dlp,chuck
"1534805407.000","dlp_rule_2",dlp,chuck
"1534805435.000","dlp_rule_6",dlp,chuck
"1534805444.000","dlp_rule_6",dlp,chuck
"1534805445.000","dlp_rule_6",dlp,chuck
"1534805448.000","dlp_rule_18",dlp,chuck
"1534805452.000","dlp_rule_12",dlp,chuck
"1534805454.000","dlp_rule_16",dlp,chuck
"1534805455.000","dlp_rule_4",dlp,chuck
"1534805464.000","dlp_rule_8",dlp,chuck
"1534805467.000","dlp_rule_8",dlp,chuck
